index	L1	L2	L3	L4	KO	Function	EC	Count
2794	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01179	E3.2.1.4; endoglucanase	3.2.1.4	2
4999	20_Hydrolysis of polymers	Cellulose			K01179	E3.2.1.4; endoglucanase	3.2.1.4	2
101	01_Fermentation	Lysine fermentation to acetate and butyrate			K01835	pgm; phosphoglucomutase	5.4.2.2	5
2290	07_Nucleic acid metabolism	Purine metabolism			K01835	pgm; phosphoglucomutase	5.4.2.2	5
4996	20_Hydrolysis of polymers	Starch			K01835	pgm; phosphoglucomutase	5.4.2.2	5
5343	20_Hydrolysis of polymers	Galactose			K01835	pgm; phosphoglucomutase	5.4.2.2	5
1023	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	15
2107	07_Nucleic acid metabolism	Pyrimidine metabolism			K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	6.3.5.5	15
5855	21_Cellular response to stress	Cellular response to stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
6791	21_Cellular response to stress	Response to oxidative stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	3
5494	21_Cellular response to stress	Cellular response to osmotic stress			K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
5911	21_Cellular response to stress	Regulation of response to osmotic stress			K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
6474	21_Cellular response to stress	Response to osmotic stress			K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	2.7.13.3	9
5509	21_Cellular response to stress	Cellular response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
5926	21_Cellular response to stress	Regulation of response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
6489	21_Cellular response to stress	Response to osmotic stress			K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	2.7.13.3	25
1251	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1.2.4.2	3
2895	10_TCA cycle	TCA cycle			K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1.2.4.2	3
5817	21_Cellular response to stress	Cellular response to stress			K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
6105	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
6412	21_Cellular response to stress	Response to osmotic stress			K11229	BCK1; mitogen-activated protein kinase kinase kinase	2.7.11.25	1
5469	21_Cellular response to stress	Cellular response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
5886	21_Cellular response to stress	Regulation of response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
6449	21_Cellular response to stress	Response to osmotic stress			K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	2.7.13.3	29
2125	07_Nucleic acid metabolism	Pyrimidine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
2316	07_Nucleic acid metabolism	Purine metabolism			K02342	dnaQ; DNA polymerase III subunit epsilon	2.7.7.7	5
6195	21_Cellular response to stress	Response to osmotic stress			K01537	ATP2C; P-type Ca2+ transporter type 2C	7.2.2.10	7
5801	21_Cellular response to stress	Cellular response to stress			K08856	STK16; serine/threonine kinase 16	2.7.11.1	12
6089	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08856	STK16; serine/threonine kinase 16	2.7.11.1	12
6396	21_Cellular response to stress	Response to osmotic stress			K08856	STK16; serine/threonine kinase 16	2.7.11.1	12
5753	21_Cellular response to stress	Cellular response to stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	81
6041	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	81
6348	21_Cellular response to stress	Response to osmotic stress			K08282	E2.7.11.1; non-specific serine/threonine protein kinase	2.7.11.1	81
5798	21_Cellular response to stress	Cellular response to stress			K08853	AAK; AP2-associated kinase	2.7.11.1	12
6086	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08853	AAK; AP2-associated kinase	2.7.11.1	12
6393	21_Cellular response to stress	Response to osmotic stress			K08853	AAK; AP2-associated kinase	2.7.11.1	12
5395	21_Cellular response to stress	Cellular response to cation stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-	41
5451	21_Cellular response to stress	Cellular response to osmotic stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-	41
5874	21_Cellular response to stress	Regulation of response to osmotic stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-	41
6538	21_Cellular response to stress	Response to osmotic stress			K08286	E2.7.11.-; protein-serine/threonine kinase	2.7.11.-	41
5799	21_Cellular response to stress	Cellular response to stress			K08854	BMP2K, BIKE; BMP2 inducible kinase	2.7.11.1	12
6087	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08854	BMP2K, BIKE; BMP2 inducible kinase	2.7.11.1	12
6394	21_Cellular response to stress	Response to osmotic stress			K08854	BMP2K, BIKE; BMP2 inducible kinase	2.7.11.1	12
5800	21_Cellular response to stress	Cellular response to stress			K08855	GAK; cyclin G-associated kinase	2.7.11.1	12
6088	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08855	GAK; cyclin G-associated kinase	2.7.11.1	12
6395	21_Cellular response to stress	Response to osmotic stress			K08855	GAK; cyclin G-associated kinase	2.7.11.1	12
2297	07_Nucleic acid metabolism	Purine metabolism			K01951	guaA, GMPS; GMP synthase (glutamine-hydrolysing)	6.3.5.2	1
5543	21_Cellular response to stress	Cellular response to osmotic stress			K02476	K02476; two-component system, CitB family, sensor kinase	2.7.13.3	28
5960	21_Cellular response to stress	Regulation of response to osmotic stress			K02476	K02476; two-component system, CitB family, sensor kinase	2.7.13.3	28
6523	21_Cellular response to stress	Response to osmotic stress			K02476	K02476; two-component system, CitB family, sensor kinase	2.7.13.3	28
2270	07_Nucleic acid metabolism	Purine metabolism			K01509	ENTPD2; adenosinetriphosphatase	3.6.1.-	4
2762	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K05349	bglX; beta-glucosidase	3.2.1.21	3
4116	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Cellobiose		K05349	bglX; beta-glucosidase	3.2.1.21	3
4971	20_Hydrolysis of polymers	Starch			K05349	bglX; beta-glucosidase	3.2.1.21	3
6286	21_Cellular response to stress	Response to osmotic stress			K05349	bglX; beta-glucosidase	3.2.1.21	3
5548	21_Cellular response to stress	Cellular response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	24
5965	21_Cellular response to stress	Regulation of response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	24
6528	21_Cellular response to stress	Response to osmotic stress			K02486	K02486; two-component system, sensor kinase	2.7.13.3	24
5787	21_Cellular response to stress	Cellular response to stress			K08840	TNIK; TRAF2 and NCK interacting kinase	2.7.11.1	14
6075	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08840	TNIK; TRAF2 and NCK interacting kinase	2.7.11.1	14
6382	21_Cellular response to stress	Response to osmotic stress			K08840	TNIK; TRAF2 and NCK interacting kinase	2.7.11.1	14
5708	21_Cellular response to stress	Cellular response to stress			K04407	MAP4K4, HGK; mitogen-activated protein kinase kinase kinase kinase 4	2.7.11.1	14
5996	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04407	MAP4K4, HGK; mitogen-activated protein kinase kinase kinase kinase 4	2.7.11.1	14
6303	21_Cellular response to stress	Response to osmotic stress			K04407	MAP4K4, HGK; mitogen-activated protein kinase kinase kinase kinase 4	2.7.11.1	14
5712	21_Cellular response to stress	Cellular response to stress			K04413	MINK; misshapen/NIK-related kinase	2.7.11.1	14
6000	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K04413	MINK; misshapen/NIK-related kinase	2.7.11.1	14
6307	21_Cellular response to stress	Response to osmotic stress			K04413	MINK; misshapen/NIK-related kinase	2.7.11.1	14
5782	21_Cellular response to stress	Cellular response to stress			K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
6070	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
6377	21_Cellular response to stress	Response to osmotic stress			K08834	MYO3, DFNB30; myosin III	2.7.11.1	14
5784	21_Cellular response to stress	Cellular response to stress			K08836	SLK; STE20-like kinase	2.7.11.1	14
6072	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08836	SLK; STE20-like kinase	2.7.11.1	14
6379	21_Cellular response to stress	Response to osmotic stress			K08836	SLK; STE20-like kinase	2.7.11.1	14
5785	21_Cellular response to stress	Cellular response to stress			K08837	STK10, LOK; serine/threonine kinase 10	2.7.11.1	14
6073	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08837	STK10, LOK; serine/threonine kinase 10	2.7.11.1	14
6380	21_Cellular response to stress	Response to osmotic stress			K08837	STK10, LOK; serine/threonine kinase 10	2.7.11.1	14
1024	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	7
2108	07_Nucleic acid metabolism	Pyrimidine metabolism			K01956	carA, CPA1; carbamoyl-phosphate synthase small subunit	6.3.5.5	7
356	01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to acetate VII		K00146	feaB; phenylacetaldehyde dehydrogenase	1.2.1.39	4
1125	06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K00146	feaB; phenylacetaldehyde dehydrogenase	1.2.1.39	4
2075	07_Nucleic acid metabolism	Pyrimidine metabolism			K00756	pdp; pyrimidine-nucleoside phosphorylase	2.4.2.2	1
1033	06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K01744	aspA; aspartate ammonia-lyase	4.3.1.1	1
5770	21_Cellular response to stress	Cellular response to stress			K08805	DCLK1_2; doublecortin-like kinase 1/2	2.7.11.1	3
6058	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K08805	DCLK1_2; doublecortin-like kinase 1/2	2.7.11.1	3
6365	21_Cellular response to stress	Response to osmotic stress			K08805	DCLK1_2; doublecortin-like kinase 1/2	2.7.11.1	3
5497	21_Cellular response to stress	Cellular response to osmotic stress			K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
5914	21_Cellular response to stress	Regulation of response to osmotic stress			K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
6477	21_Cellular response to stress	Response to osmotic stress			K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	2.7.13.3	2
1104	06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K08963	mtnA; methylthioribose-1-phosphate isomerase	5.3.1.23	1
2275	07_Nucleic acid metabolism	Purine metabolism			K01515	nudF; ADP-ribose pyrophosphatase	3.6.1.13	5
1567	06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine biosynthesis			K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
1883	06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	2.2.1.6	1
5547	21_Cellular response to stress	Cellular response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	141
5964	21_Cellular response to stress	Regulation of response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	141
6527	21_Cellular response to stress	Response to osmotic stress			K02484	K02484; two-component system, OmpR family, sensor kinase	2.7.13.3	141
5472	21_Cellular response to stress	Cellular response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
5889	21_Cellular response to stress	Regulation of response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
6452	21_Cellular response to stress	Response to osmotic stress			K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	2.7.13.3	38
2066	07_Nucleic acid metabolism	Pyrimidine metabolism			K00384	trxB, TRR; thioredoxin reductase (NADPH)	1.8.1.9	1
5583	21_Cellular response to stress	Cellular response to stress			K00384	trxB, TRR; thioredoxin reductase (NADPH)	1.8.1.9	1
1238	06_Amino acid utilization biosynthesis metabolism	Glycine, serine and threonine metabolism			K12972	ghrA; glyoxylate/hydroxypyruvate reductase	1.1.1.79 1.1.1.81	1
5489	21_Cellular response to stress	Cellular response to osmotic stress			K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
5906	21_Cellular response to stress	Regulation of response to osmotic stress			K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
6469	21_Cellular response to stress	Response to osmotic stress			K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	2.7.13.3	27
5698	21_Cellular response to stress	Cellular response to stress			K02218	CSNK1, CKI; casein kinase 1	2.7.11.1	7
5986	21_Cellular response to stress	Regulation of translational initiation in response to osmotic stress			K02218	CSNK1, CKI; casein kinase 1	2.7.11.1	7
6293	21_Cellular response to stress	Response to osmotic stress			K02218	CSNK1, CKI; casein kinase 1	2.7.11.1	7
2088	07_Nucleic acid metabolism	Pyrimidine metabolism			K01081	E3.1.3.5; 5'-nucleotidase	3.1.3.5	10
2251	07_Nucleic acid metabolism	Purine metabolism			K01081	E3.1.3.5; 5'-nucleotidase	3.1.3.5	10
5527	21_Cellular response to stress	Cellular response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	25
5944	21_Cellular response to stress	Regulation of response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	25
6507	21_Cellular response to stress	Response to osmotic stress			K11527	K11527; two-component system, sensor histidine kinase and response regulator	2.7.13.3	25
1283	06_Amino acid utilization biosynthesis metabolism	Tryptophan metabolism			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
3716	15_Methylotrophy	Methane oxidation to cO2			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
5604	21_Cellular response to stress	Cellular response to stress			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
6792	21_Cellular response to stress	Response to oxidative stress			K03781	katE, CAT, catB, srpA; catalase	1.11.1.6	1
2821	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01176	AMY, amyA, malS; alpha-amylase	3.2.1.1	4
4964	20_Hydrolysis of polymers	Starch			K01176	AMY, amyA, malS; alpha-amylase	3.2.1.1	4
5420	21_Cellular response to stress	Cellular response to osmotic stress			K12647	IFIH1, MDA5; interferon-induced helicase C domain-containing protein 1	3.6.4.13	1
2823	09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
4112	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
4965	20_Hydrolysis of polymers	Starch			K01182	IMA, malL; oligo-1,6-glucosidase	3.2.1.10	1
2971	11_Nitrogen cycle	Nitrogenated compounds Reduction	Assimilatory nitrate reduction	Nitrate to ammonia	K00362	nirB; nitrite reductase (NADH) large subunit	1.7.1.15	4
3477	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
3972	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Lactose		K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
4031	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Sucrose		K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
4078	19_Saccharide and derivated synthesis	Disaccaride phosphorylase	Maltose		K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
4928	20_Hydrolysis of polymers	Starch			K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
5232	20_Hydrolysis of polymers	Mannose			K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
5308	20_Hydrolysis of polymers	Galactose			K02778	ptsGb; glucose PTS system EIIB component	2.7.1.199	32
3478	12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02779	ptsG; glucose PTS system EIICB or EIICBA component	2.7.1.199	27
