#hmm_accession	TC1	TC2	gene_symbol	length	hmm_description	scope	type	subtype	class	subclass	db_version	hierarchy_node
NF000067.2	          205.000000	          205.000000	qac	110	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qac_F_L
NF000023.1	          200.000000	          200.000000	qacC	107	quaternary ammonium compound efflux SMR transporter QacC	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacC
NF000276.2	          185.000000	          185.000000	qacE	101	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacE_gen
NF000277.1	          200.000000	          200.000000	qacG	107	quaternary ammonium compound efflux SMR transporter QacG	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacG
NF000278.1	          220.000000	          220.000000	qacG2	110	quaternary ammonium compound efflux SMR transporter QacG2	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacG2
NF000279.1	          205.000000	          205.000000	qacH	107	quaternary ammonium compound efflux SMR transporter QacH	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacH
NF012170.0	          210.000000	          210.000000	qacJ	107	quaternary ammonium compound efflux SMR transporter QacJ	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacJ
NF033136.1	          205.000000	          205.000000	qacK	110	quaternary ammonium compound efflux SMR transporter QacK	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	qacK
NF012169.0	         1075.000000	         1075.000000	qepA	511	fluoroquinolone efflux MFS transporter QepA	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qepA
NF000071.4	          450.000000	          450.000000	qnrA	218	QnrA family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrA
NF012151.0	          490.000000	          490.000000	qnrAS	218	QnrAS family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrAS
NF000420.1	          460.000000	          460.000000	qnrB	214	QnrB family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrB
NF012152.0	          500.000000	          500.000000	qnrC	221	QnrC family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrC
NF000139.2	          425.000000	          425.000000	qnrD	214	QnrD family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrD
NF033375.2	          480.000000	          480.000000	qnrE	214	QnrE family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrE
NF000056.3	          460.000000	          460.000000	qnrS	218	QnrS family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrS
NF000421.1	          460.000000	          460.000000	qnrVC	218	QnrVC family quinolone resistance pentapeptide repeat protein	core	AMR	AMR	QUINOLONE	QUINOLONE	2024-01-31.1	qnrVC
NF000354.1	          800.000000	          800.000000	rgt	411	rifamycin-inactivating glycosyltransferase Rgt	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	2024-01-31.1	rgt
NF000466.2	          250.000000	          250.000000	rmt	254	Rmt family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmt
NF033209.1	          525.000000	          525.000000	rmtB	251	RmtB family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtB
NF000150.1	          550.000000	          550.000000	rmtC	281	RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtC
NF000007.1	          500.000000	          500.000000	rmtD	247	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtD
NF000069.1	          525.000000	          525.000000	rmtE	273	RmtE family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtE
NF000113.1	          500.000000	          500.000000	rmtF	259	RmtF family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtF
NF000114.1	          500.000000	          500.000000	rmtG	264	RmtG family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtG
NF000116.1	          500.000000	          500.000000	rmtH	252	RmtH family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2024-01-31.1	rmtH
NF033145.1	          800.000000	          800.000000	rox	472	rifampin monooxygenase	core	AMR	AMR	RIFAMYCIN	RIFAMPIN	2024-01-31.1	rox_gen
NF000283.1	         1700.000000	         1700.000000	rph	865	rifamycin-inactivating phosphotransferase Rph	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	2024-01-31.1	rph
NF000169.2	          725.000000	          725.000000	sal	542	Sal family ABC-F type ribosomal protection protein	core	AMR	AMR	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	LINCOSAMIDE/PLEUROMUTILIN/STREPTOGRAMIN	2024-01-31.1	sal
NF000358.1	          360.000000	          360.000000	sat2	174	streptothricin N-acetyltransferase Sat2	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	2024-01-31.1	sat2_fam
NF000359.1	          360.000000	          360.000000	sat3	180	streptothricin N-acetyltransferase Sat3	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	2024-01-31.1	sat3
NF000360.1	          380.000000	          380.000000	sat4	180	streptothricin N-acetyltransferase Sat4	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	2024-01-31.1	sat4
NF033423.1	          999.000000	          999.000000	sinH	730	intimin-like inverse autotransporter SinH	plus	VIRULENCE	VIRULENCE			2024-01-31.1	sinH
NF000280.1	          200.000000	          200.000000	smr	105	multidrug efflux SMR transporter Smr	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	2024-01-31.1	SMR_efflux_smr
NF037973.1	         3000.000000	         3000.000000	sslE	1519	lipoprotein metalloprotease SslE	plus	VIRULENCE	VIRULENCE			2024-01-31.1	sslE
NF000487.1	          420.000000	          420.000000	sta	189	streptothricin N-acetyltransferase STAT	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	2024-01-31.1	sta
NF000062.1	          500.000000	          500.000000	str	282	streptomycin adenylyltransferase Str	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	2024-01-31.1	str
NF033658.1	          675.000000	          675.000000	stxA1	315	Shiga toxin Stx1 subunit A	plus	VIRULENCE	VIRULENCE	STX1	STX1	2024-01-31.1	stxA1
NF041694.1	          718.000000	          718.000000	stxA1a	313	Shiga toxin Stx1a subunit A	plus	VIRULENCE	VIRULENCE	STX1	STX1A	2024-01-31.1	stxA1a
NF041693.1	          718.000000	          718.000000	stxA1c	310	Shiga toxin Stx1c subunit A	plus	VIRULENCE	VIRULENCE	STX1	STX1C	2024-01-31.1	stxA1c
NF041695.1	          725.000000	          725.000000	stxA1d	314	Shiga toxin Stx1d subunit A	plus	VIRULENCE	VIRULENCE	STX1	STX1D	2024-01-31.1	stxA1d
NF041696.1	          730.000000	          730.000000	stxA1e	315	Shiga toxin Stx1e subunit A	plus	VIRULENCE	VIRULENCE	STX1	STX1E	2024-01-31.1	stxA1e
NF033661.1	          600.000000	          600.000000	stxA2	319	Shiga toxin Stx2 subunit A	plus	VIRULENCE	VIRULENCE	STX2	STX2	2024-01-31.1	stxA2
NF041702.1	          736.000000	          736.000000	stxA2	319	Shiga toxin Stx2 subunit A, a/c/d subtype	plus	VIRULENCE	VIRULENCE	STX2	STX2	2024-01-31.1	stxA2_acd
NF041703.1	          736.000000	          736.000000	stxA2	319	Shiga toxin Stx2 subunit A, e/i/l/k subtype	plus	VIRULENCE	VIRULENCE	STX2	STX2	2024-01-31.1	stxA2_eilk
NF041688.1	          733.000000	          733.000000	stxA2b	318	Shiga toxin Stx2b subunit A	plus	VIRULENCE	VIRULENCE	STX2	STX2B	2024-01-31.1	stxA2b
NF041687.1	          715.000000	          715.000000	stxA2f	319	Shiga toxin Stx2f subunit A	plus	VIRULENCE	VIRULENCE	STX2	STX2F	2024-01-31.1	stxA2f
NF041690.1	          736.000000	          736.000000	stxA2g	317	Shiga toxin Stx2g subunit A	plus	VIRULENCE	VIRULENCE	STX2	STX2G	2024-01-31.1	stxA2g
NF041689.1	          720.000000	          720.000000	stxA2j	315	Shiga toxin Stx2j subunit A	plus	VIRULENCE	VIRULENCE	STX2	STX2J	2024-01-31.1	stxA2j
NF033659.0	          175.000000	          175.000000	stxB1	89	Shiga toxin Stx1 subunit B	plus	VIRULENCE	VIRULENCE	STX1	STX1	2024-01-31.1	stxB1
NF041697.1	          204.300003	          204.300003	stxB1a	89	Shiga toxin Stx1a subunit B	plus	VIRULENCE	VIRULENCE	STX1	STX1A	2024-01-31.1	stxB1a
NF041698.1	          201.199997	          201.000000	stxB1c	89	Shiga toxin Stx1c subunit B	plus	VIRULENCE	VIRULENCE	STX1	STX1C	2024-01-31.1	stxB1c
NF041699.1	          199.500000	          199.500000	stxB1d	89	Shiga toxin Stx1d subunit B	plus	VIRULENCE	VIRULENCE	STX1	STX1D	2024-01-31.1	stxB1d
NF041700.1	          203.000000	          203.000000	stxB1e	89	Shiga toxin Stx1e subunit B	plus	VIRULENCE	VIRULENCE	STX1	STX1E	2024-01-31.1	stxB1e
NF033660.0	          165.000000	          165.000000	stxB2	87	Shiga toxin Stx2 subunit B	plus	VIRULENCE	VIRULENCE	STX2	STX2	2024-01-31.1	stxB2
NF041691.1	          201.000000	          201.000000	stxB2b	87	Shiga toxin Stx2b subunit B	plus	VIRULENCE	VIRULENCE	STX2	STX2B	2024-01-31.1	stxB2b
NF041704.1	          203.000000	          203.000000	stxB2e	87	Shiga toxin Stx2e subunit B	plus	VIRULENCE	VIRULENCE	STX2	STX2E	2024-01-31.1	stxB2e
NF041692.1	          201.000000	          201.000000	stxB2f	87	Shiga toxin Stx2f subunit B	plus	VIRULENCE	VIRULENCE	STX2	STX2F	2024-01-31.1	stxB2f
NF041701.1	          204.500000	          204.500000	stxB2o	87	Shiga toxin Stx2o subunit B	plus	VIRULENCE	VIRULENCE	STX2	STX2O	2024-01-31.1	stxB2o
NF000294.1	          600.000000	          600.000000	sul1	278	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	2024-01-31.1	sul1
NF000295.1	          575.000000	          575.000000	sul2	271	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	2024-01-31.1	sul2
NF000296.1	          475.000000	          475.000000	sul3	263	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	2024-01-31.1	sul3
NF033502.0	          600.000000	          600.000000	sul4	277	sulfonamide-resistant dihydropteroate synthase Sul4	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	2024-01-31.1	sul4
NF000025.1	          999.000000	          999.000000	tcmA	538	tetracenomycin C efflux MFS transporter	core	AMR	AMR	TETRACENOMYCIN	TETRACENOMYCIN	2024-01-31.1	tcmA
NF000009.1	         1000.000000	         1000.000000	tcr3	512	tetracycline efflux MFS transporter Tcr3	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tcr3
NF033148.1	         1100.000000	         1100.000000	tet	639	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(M-W-O-S)
NF012174.0	          475.000000	          475.000000	tet	382	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet_A_B_C_D
NF012175.1	          650.000000	          650.000000	tet	444	Tet(L)/Tet(K)/Tet(45) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet_L_K_45
NF033476.1	          550.000000	          550.000000	tet	386	tetracycline destructase	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet_destruct
NF012153.1	          775.000000	          775.000000	tet	614	tetracycline resistance ribosomal protection protein	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet_rib_protect
NF045486.1	          730.000000	          730.000000	tet(30)	392	tetracycline efflux MFS transporter Tet(30)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(30)
NF000014.1	          320.000000	          320.000000	tet(34)	154	oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(34)
NF000013.1	          750.000000	          750.000000	tet(35)	369	tetracycline efflux Na+/H+ antiporter family transporter Tet(35)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(35)
NF000059.1	          225.000000	          225.000000	tet(37)	108	tetracycline resistance NADPH-dependent oxidoreductase Tet(37)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(37)
NF012176.0	          925.000000	          925.000000	tet(38)	450	tetracycline efflux MFS transporter Tet(38)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(38)
NF000049.1	          800.000000	          800.000000	tet(40)	406	tetracycline efflux MFS transporter Tet(40)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(40)
NF012177.1	          850.000000	          850.000000	tet(42)	411	tetracycline efflux MFS transporter Tet(42)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(42)
NF012180.1	          999.000000	          999.000000	tet(43)	484	tetracycline efflux MFS transporter Tet(43)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(43)
NF012184.0	          975.000000	          975.000000	tet(45)	458	tetracycline efflux MFS transporter Tet(45)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(45)
NF045488.1	          775.000000	          775.000000	tet(62)	385	tetracycline efflux MFS transporter Tet(62)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(62)
NF012193.0	          840.000000	          840.000000	tet(A)	394	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(A)
NF012190.1	          850.000000	          850.000000	tet(B)	400	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(B)
NF012191.0	          850.000000	          850.000000	tet(C)	396	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(C)
NF012186.0	          775.000000	          775.000000	tet(D)	394	tetracycline efflux MFS transporter Tet(D)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(D)
NF012187.0	          820.000000	          820.000000	tet(E)	405	tetracycline efflux MFS transporter Tet(E)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(E)
NF012192.0	          800.000000	          800.000000	tet(G)	391	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(G)
NF012195.0	          840.000000	          840.000000	tet(H)	392	tetracycline efflux MFS transporter Tet(H)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(H)
NF012207.0	          700.000000	          700.000000	tet(H-J)	392	Tet(H)/Tet(J) family tetracycline efflux MFS transporter	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(H-J)
NF012194.0	          870.000000	          870.000000	tet(J)	398	tetracycline efflux MFS transporter Tet(J)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(J)
NF012183.0	          925.000000	          925.000000	tet(K)	459	tetracycline efflux MFS transporter Tet(K)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(K)
NF012185.0	          925.000000	          925.000000	tet(L)	457	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(L)
NF012155.1	         1420.000000	         1420.000000	tet(M)	639	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(M)
NF012154.0	         1425.000000	         1425.000000	tet(Q)	638	tetracycline resistance ribosomal protection protein Tet(Q)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(Q)
NF012178.0	          640.000000	          640.000000	tet(V)	409	tetracycline efflux MFS transporter Tet(V)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(V)
NF033111.2	          750.000000	          750.000000	tet(X)	378	tetracycline-inactivating monooxygenase Tet(X)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(X)
NF012188.1	          820.000000	          820.000000	tet(Y)	391	tetracycline efflux MFS transporter Tet(Y)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tet(Y)
NF000506.1	         1025.000000	         1000.000000	tetA	513	tetracycline efflux ABC transporter TetAB subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tetAB_A
NF000474.1	         1250.000000	         1250.000000	tetA(46)	574	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tetA(46)
NF000043.1	          750.000000	          750.000000	tetA(P)	420	tetracycline efflux MFS transporter TetA(P)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tetA(P)
NF000103.1	          999.000000	          999.000000	tetB	528	tetracycline efflux ABC transporter TetAB subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tetAB_B
NF000475.1	         1250.000000	         1250.000000	tetB(46)	578	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	2024-01-31.1	tetB(46)
NF033637.1	          500.000000	          500.000000	tir	552	type III secretion system LEE translocated intimin receptor Tir	plus	VIRULENCE	VIRULENCE			2024-01-31.1	tir
NF000485.1	          625.000000	          625.000000	tlmB	292	bleomycin family antibiotic N-acetyltransferase TlmB	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	2024-01-31.1	tlmB
NF012217.1	          775.000000	          775.000000	vanA	343	D-alanine--(R)-lactate ligase VanA	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanA
NF000206.1	          550.000000	          550.000000	vanA	342	D-alanine--(R)-lactate ligase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanA-all
NF000092.1	          700.000000	          700.000000	vanA-Ao2	348	D-alanine--(R)-lactate ligase VanA-Ao2	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanA-Ao2
NF000129.1	          650.000000	          650.000000	vanA-Sc	346	D-alanine--(R)-lactate ligase VanA-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanA-Sc
NF012216.1	          750.000000	          750.000000	vanB	342	D-alanine--(R)-lactate ligase VanB	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanB
NF012214.1	          650.000000	          650.000000	vanC	350	D-alanine--D-serine ligase VanC	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanC
NF000207.3	          520.000000	          520.000000	vanC	342	D-alanine--D-serine ligase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanC-all
NF012213.0	          775.000000	          775.000000	vanC1	343	D-alanine--D-serine ligase VanC1	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanC1
NF012215.1	          700.000000	          700.000000	vanD	343	D-alanine--(R)-lactate ligase VanD	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanD
NF000036.1	          700.000000	          700.000000	vanE	352	D-alanine--D-serine ligase VanE	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanE
NF000144.1	          750.000000	          750.000000	vanF	343	D-alanine--(R)-lactate ligase VanF	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanF
NF000091.3	          495.000000	          495.000000	vanG	344	D-alanine--D-serine ligase VanG	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanG
NF000492.1	          540.000000	          500.000000	vanH	312	D-lactate dehydrogenase VanH	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH
NF000112.1	          625.000000	          625.000000	vanH	348	VanH-AOV family D-lactate dehydrogenase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH-Amyco
NF000371.1	          700.000000	          700.000000	vanH	322	VanH-A/VanH-Pt family D-lactate dehydrogenase	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH_group_A_Pt
NF000151.1	          750.000000	          750.000000	vanH-Ac1	351	D-lactate dehydrogenase VanH-Ac1	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH-Ac1
NF000004.1	          550.000000	          550.000000	vanH-D	323	D-lactate dehydrogenase VanH-D	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH-D
NF000128.1	          650.000000	          650.000000	vanH-Sc	337	D-lactate dehydrogenase VanH-Sc	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanH-Sc
NF000372.1	          700.000000	          700.000000	vanI	341	D-alanine--(R)-lactate ligase VanI	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanI
NF000373.1	          700.000000	          700.000000	vanJ	330	teicoplanin resistance protein VanJ	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanJ
NF000032.1	          750.000000	          750.000000	vanL	349	D-alanine--D-serine ligase VanL	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanL
NF000470.1	          760.000000	          760.000000	vanM	343	D-alanine--(R)-lactate ligase VanM	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanM
NF000093.1	          700.000000	          700.000000	vanN	343	D-alanine--D-serine ligase VanN	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanN
NF000374.1	          750.000000	          750.000000	vanO	346	D-alanine--(R)-lactate ligase VanO	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanO
NF033117.2	          350.000000	          350.000000	vanR	226	VanR-ABDEGLN family response regulator transcription factor	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-ABDEGLN
NF033120.0	          460.000000	          460.000000	vanR	231	vancomycin resistance response regulator transcription factor, VanR-F/VanR-M family	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-FM
NF000401.1	          500.000000	          500.000000	vanR-A	231	vancomycin resistance response regulator transcription factor VanR-A	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-A
NF000402.1	          480.000000	          480.000000	vanR-B	219	vancomycin resistance response regulator transcription factor VanR-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-B
NF000403.1	          480.000000	          480.000000	vanR-C	231	vancomycin resistance response regulator transcription factor VanR-C	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-C
NF000404.1	          500.000000	          500.000000	vanR-D	232	vancomycin resistance response regulator transcription factor VanR-D	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-D
NF033118.1	          505.000000	          505.000000	vanR-O	233	vancomycin resistance response regulator transcription factor VanR-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanR-O
NF033091.0	          400.000000	          400.000000	vanS	293	vancomycin resistance histidine kinase VanS	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanS_ACDEFG
NF033090.1	          920.000000	          920.000000	vanS-B	447	vancomycin resistance histidine kinase VanS-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanS-B
NF033094.0	          720.000000	          720.000000	vanS-O	345	vancomycin resistance histidine kinase VanS-O	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanS-O
NF033131.1	          460.000000	          460.000000	vanT	368	serine racemase VanT catalytic subunit	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanT-G_fam
NF033132.1	          900.000000	          900.000000	vanT	697	membrane-bound serine racemase VanT	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanT_CELN
NF000033.1	          675.000000	          675.000000	vanTm	329	serine racemase VanT-L membrane subunit	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanTm-L
NF033133.1	          750.000000	          750.000000	vanTr	366	serine racemase VanT-L catalytic subunit	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanTr-L
NF000090.1	          150.000000	          150.000000	vanU	75	glycopeptide resistance transcriptional regulator VanU	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanU
NF033128.2	          365.000000	          365.000000	vanW	271	glycopeptide resistance accessory protein VanW	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanW
NF033122.1	          610.000000	          610.000000	vanW-B	275	glycopeptide resistance accessory protein VanW-B	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanW-B
NF033123.1	          600.000000	          600.000000	vanW-G	273	glycopeptide resistance accessory protein VanW-G	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanW-G
NF033115.1	          320.000000	          320.000000	vanX	199	D-Ala-D-Ala dipeptidase VanX	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanX
NF000380.1	          250.000000	          250.000000	vanXY	179	D,D-carboxypeptidase/D,D-dipeptidase VanXY	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	2024-01-31.1	vanXY
