LBYQ01000006.1_13	f6d459b0ffac2bf5365b431bf1942f2e	118	Pfam	PF18924	Protein of unknown function (DUF5674)	7	103	7.1E-23	T	10-07-2023	IPR043731	Protein of unknown function DUF5674
LBYQ01000004.1_9	08469cd86c4838a7c27e7712c11ddb01	182	PANTHER	PTHR31998	K(+)-INSENSITIVE PYROPHOSPHATE-ENERGIZED PROTON PUMP	2	180	1.7E-70	T	10-07-2023	IPR004131	Pyrophosphate-energised proton pump
LBYQ01000004.1_9	08469cd86c4838a7c27e7712c11ddb01	182	Pfam	PF03030	Inorganic H+ pyrophosphatase	2	176	1.3E-81	T	10-07-2023	IPR004131	Pyrophosphate-energised proton pump
LBYQ01000001.1_48	8ff292e81db0a394a6d9bf2098ce54e9	155	TIGRFAM	TIGR02532	IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain	13	34	6.4E-5	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
LBYQ01000001.1_48	8ff292e81db0a394a6d9bf2098ce54e9	155	SUPERFAMILY	SSF54523	Pili subunits	15	137	2.04E-8	T	10-07-2023	IPR045584	Pilin-like
LBYQ01000001.1_48	8ff292e81db0a394a6d9bf2098ce54e9	155	Pfam	PF07963	Prokaryotic N-terminal methylation motif	10	32	1.2E-4	T	10-07-2023	IPR012902	Prokaryotic N-terminal methylation site
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	Gene3D	G3DSA:3.30.428.10	-	42	167	2.8E-29	T	10-07-2023	IPR036265	HIT-like superfamily
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	Pfam	PF01230	HIT domain	202	293	1.2E-5	T	10-07-2023	IPR011146	HIT-like domain
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	SUPERFAMILY	SSF54197	HIT-like	3	173	1.05E-32	T	10-07-2023	IPR036265	HIT-like superfamily
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	SUPERFAMILY	SSF54197	HIT-like	177	326	1.42E-25	T	10-07-2023	IPR036265	HIT-like superfamily
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	Gene3D	G3DSA:3.30.428.10	-	168	327	1.9E-42	T	10-07-2023	IPR036265	HIT-like superfamily
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	Pfam	PF01087	Galactose-1-phosphate uridyl transferase, N-terminal domain	3	172	1.8E-13	T	10-07-2023	IPR005849	Galactose-1-phosphate uridyl transferase, N-terminal
LBYQ01000001.1_69	dba4ab63403d6e80041bf5b33475b1f2	327	PANTHER	PTHR42763	ADP-GLUCOSE PHOSPHORYLASE	2	326	2.4E-82	T	10-07-2023	-	-
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	CDD	cd00989	PDZ_metalloprotease	130	206	2.79207E-12	T	10-07-2023	-	-
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	SUPERFAMILY	SSF50156	PDZ domain-like	137	231	5.92E-13	T	10-07-2023	IPR036034	PDZ superfamily
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	CDD	cd06163	S2P-M50_PDZ_RseP-like	3	365	5.16257E-50	T	10-07-2023	-	-
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	Pfam	PF02163	Peptidase family M50	6	354	3.5E-80	T	10-07-2023	IPR008915	Peptidase M50
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	PANTHER	PTHR42837	REGULATOR OF SIGMA-E PROTEASE RSEP	3	367	3.0E-81	T	10-07-2023	IPR004387	Peptidase M50, putative membrane-associated zinc metallopeptidase
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	ProSiteProfiles	PS50106	PDZ domain profile.	139	194	9.2097	T	10-07-2023	IPR001478	PDZ domain
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	Pfam	PF17820	PDZ domain	141	192	2.1E-13	T	10-07-2023	IPR041489	PDZ domain 6
LBYQ01000019.1_1_2	615e180fc4d33a9132cb0637c23036c4	368	Gene3D	G3DSA:2.30.42.10	-	127	223	4.4E-17	T	10-07-2023	IPR036034	PDZ superfamily
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	Pfam	PF00557	Metallopeptidase family M24	15	240	1.1E-42	T	10-07-2023	IPR000994	Peptidase M24
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	PRINTS	PR00599	Methionine aminopeptidase-1 signature	162	174	4.8E-16	T	10-07-2023	IPR001714	Peptidase M24, methionine aminopeptidase
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	PRINTS	PR00599	Methionine aminopeptidase-1 signature	193	205	4.8E-16	T	10-07-2023	IPR001714	Peptidase M24, methionine aminopeptidase
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	PRINTS	PR00599	Methionine aminopeptidase-1 signature	92	108	4.8E-16	T	10-07-2023	IPR001714	Peptidase M24, methionine aminopeptidase
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	PRINTS	PR00599	Methionine aminopeptidase-1 signature	70	83	4.8E-16	T	10-07-2023	IPR001714	Peptidase M24, methionine aminopeptidase
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	Hamap	MF_01974	Methionine aminopeptidase [map].	5	251	32.945328	T	10-07-2023	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	SUPERFAMILY	SSF55920	Creatinase/aminopeptidase	7	250	1.83E-70	T	10-07-2023	IPR036005	Creatinase/aminopeptidase-like
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	TIGRFAM	TIGR00500	met_pdase_I: methionine aminopeptidase, type I	6	249	4.9E-81	T	10-07-2023	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	Gene3D	G3DSA:3.90.230.10	Creatinase/methionine aminopeptidase superfamily	2	252	2.8E-74	T	10-07-2023	IPR036005	Creatinase/aminopeptidase-like
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	PANTHER	PTHR43330	METHIONINE AMINOPEPTIDASE	3	249	1.3E-61	T	10-07-2023	-	-
LBYQ01000003.1_21	c20d17119198b05d69063a80b861e544	252	CDD	cd01086	MetAP1	13	249	1.37616E-103	T	10-07-2023	IPR002467	Peptidase M24A, methionine aminopeptidase, subfamily 1
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	359	523	2.23E-42	T	10-07-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	SMART	SM00388	HisKA_10	302	370	4.0E-9	T	10-07-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	SMART	SM00387	HKATPase_4	416	524	2.2E-30	T	10-07-2023	IPR003594	Histidine kinase/HSP90-like ATPase
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Gene3D	G3DSA:1.10.287.130	-	269	368	1.3E-16	T	10-07-2023	-	-
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	CDD	cd00082	HisKA	308	366	6.0285E-10	T	10-07-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	FunFam	G3DSA:3.30.565.10:FF:000006	Sensor histidine kinase WalK	375	524	4.0E-43	T	10-07-2023	-	-
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	PANTHER	PTHR43711	TWO-COMPONENT HISTIDINE KINASE	268	522	3.1E-66	T	10-07-2023	-	-
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	485	503	6.8E-14	T	10-07-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	470	480	6.8E-14	T	10-07-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	452	466	6.8E-14	T	10-07-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	PRINTS	PR00344	Bacterial sensor protein C-terminal signature	510	523	6.8E-14	T	10-07-2023	IPR004358	Signal transduction histidine kinase-related protein, C-terminal
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	417	523	1.8E-24	T	10-07-2023	IPR003594	Histidine kinase/HSP90-like ATPase
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Pfam	PF16927	N-terminal 7TM region of histidine kinase	9	222	3.5E-11	T	10-07-2023	IPR031621	Histidine kinase, N-terminal 7TM region
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	309	370	3.4E-10	T	10-07-2023	IPR003661	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	ProSiteProfiles	PS50109	Histidine kinase domain profile.	309	524	48.462284	T	10-07-2023	IPR005467	Histidine kinase domain
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Gene3D	G3DSA:3.30.565.10	-	369	524	5.3E-46	T	10-07-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	Coils	Coil	Coil	275	302	-	T	10-07-2023	-	-
LBYQ01000001.1_15	a73644e0891a968a21c049e87c974c9f	524	SUPERFAMILY	SSF47384	Homodimeric domain of signal transducing histidine kinase	285	372	5.69E-16	T	10-07-2023	IPR036097	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	CDD	cd00487	Pep_deformylase	12	154	7.31196E-50	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	Gene3D	G3DSA:3.90.45.10	Peptide deformylase	1	171	1.9E-49	T	10-07-2023	IPR036821	Peptide deformylase superfamily
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	Pfam	PF01327	Polypeptide deformylase	10	161	1.3E-45	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	TIGRFAM	TIGR00079	pept_deformyl: peptide deformylase	26	169	7.8E-41	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	PRINTS	PR01576	Peptide deformylase signature	131	160	2.5E-27	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	PRINTS	PR01576	Peptide deformylase signature	37	66	2.5E-27	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	PRINTS	PR01576	Peptide deformylase signature	100	111	2.5E-27	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	PRINTS	PR01576	Peptide deformylase signature	112	130	2.5E-27	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	Hamap	MF_00163	Peptide deformylase [def].	2	172	23.250566	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	PANTHER	PTHR10458	PEPTIDE DEFORMYLASE	10	166	2.4E-40	T	10-07-2023	IPR023635	Peptide deformylase
LBYQ01000001.1_42	efc10966878fda12b0104652e8540fd4	172	SUPERFAMILY	SSF56420	Peptide deformylase	11	164	3.93E-43	T	10-07-2023	IPR036821	Peptide deformylase superfamily
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	MobiDBLite	mobidb-lite	consensus disorder prediction	98	119	-	T	10-07-2023	-	-
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	SUPERFAMILY	SSF69754	Ribosome binding protein Y (YfiA homologue)	1	103	1.28E-18	T	10-07-2023	IPR036567	Ribosome hibernation promotion factor-like
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	Coils	Coil	Coil	85	109	-	T	10-07-2023	-	-
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	CDD	cd00552	RaiA	2	101	1.12555E-16	T	10-07-2023	IPR003489	Ribosome hibernation promoting factor/RaiA
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	TIGRFAM	TIGR00741	yfiA: ribosomal subunit interface protein	1	104	1.3E-15	T	10-07-2023	IPR003489	Ribosome hibernation promoting factor/RaiA
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	Pfam	PF02482	Sigma 54 modulation protein / S30EA ribosomal protein	3	101	1.2E-16	T	10-07-2023	IPR003489	Ribosome hibernation promoting factor/RaiA
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	Gene3D	G3DSA:3.30.160.100	-	3	116	2.4E-26	T	10-07-2023	IPR036567	Ribosome hibernation promotion factor-like
LBYQ01000001.1_62	0fbee6443877f837261842df039afd89	119	PANTHER	PTHR33231	30S RIBOSOMAL PROTEIN	2	113	5.3E-9	T	10-07-2023	-	-
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Gene3D	G3DSA:1.10.10.10	-	617	680	1.3E-22	T	10-07-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Gene3D	G3DSA:3.30.980.40	-	225	327	3.4E-31	T	10-07-2023	-	-
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	CDD	cd01127	TrwB_TraG_TraD_VirD4	371	539	7.72644E-8	T	10-07-2023	-	-
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Gene3D	G3DSA:3.40.50.300	-	330	607	2.1E-101	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Pfam	PF01580	FtsK/SpoIIIE family	470	520	2.8E-9	T	10-07-2023	IPR002543	FtsK domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Pfam	PF01580	FtsK/SpoIIIE family	333	465	6.7E-41	T	10-07-2023	IPR002543	FtsK domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	ProSiteProfiles	PS50901	FtsK domain profile.	359	546	37.96917	T	10-07-2023	IPR002543	FtsK domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	PANTHER	PTHR22683	SPORULATION PROTEIN RELATED	196	686	1.0E-171	T	10-07-2023	-	-
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	SMART	SM00382	AAA_5	368	541	1.9E-5	T	10-07-2023	IPR003593	AAA+ ATPase domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Pfam	PF17854	FtsK alpha domain	226	325	1.5E-28	T	10-07-2023	IPR041027	FtsK alpha domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	SMART	SM00843	FtsK_gamma_2	619	684	6.1E-30	T	10-07-2023	IPR018541	FtsK gamma domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	Pfam	PF09397	Ftsk gamma domain	621	681	5.9E-25	T	10-07-2023	IPR018541	FtsK gamma domain
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	307	592	7.17E-46	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
LBYQ01000006.1_3	283584bc6bfd37354302b75720abfa1e	699	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	620	683	1.9E-18	T	10-07-2023	IPR036390	Winged helix DNA-binding domain superfamily
LBYQ01000020.1_2	f2408dfbf1b3ab530620f6350557c10a	183	Gene3D	G3DSA:1.20.1440.20	-	15	183	7.8E-67	T	10-07-2023	IPR023353	LemA-like domain superfamily
LBYQ01000020.1_2	f2408dfbf1b3ab530620f6350557c10a	183	SUPERFAMILY	SSF140478	LemA-like	25	173	2.09E-57	T	10-07-2023	IPR023353	LemA-like domain superfamily
LBYQ01000020.1_2	f2408dfbf1b3ab530620f6350557c10a	183	Pfam	PF04011	LemA family	35	183	9.3E-61	T	10-07-2023	IPR007156	MamQ/LemA
LBYQ01000020.1_2	f2408dfbf1b3ab530620f6350557c10a	183	PANTHER	PTHR34478	PROTEIN LEMA	1	183	1.4E-67	T	10-07-2023	IPR007156	MamQ/LemA
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	SUPERFAMILY	SSF52954	Class II aaRS ABD-related	350	443	2.45E-16	T	10-07-2023	-	-
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	PANTHER	PTHR43707	HISTIDYL-TRNA SYNTHETASE	16	434	2.2E-79	T	10-07-2023	IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	Pfam	PF13393	Histidyl-tRNA synthetase	22	334	9.3E-36	T	10-07-2023	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	Pfam	PF03129	Anticodon binding domain	358	442	1.4E-7	T	10-07-2023	IPR004154	Anticodon-binding
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	16	345	3.3E-99	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	17	342	2.39E-76	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	CDD	cd00773	HisRS-like_core	33	339	1.1497E-70	T	10-07-2023	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	ProSiteProfiles	PS50862	Aminoacyl-transfer RNA synthetases class-II family profile.	33	335	18.590538	T	10-07-2023	IPR006195	Aminoacyl-tRNA synthetase, class II
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	Hamap	MF_00127	Histidine--tRNA ligase [hisS].	15	441	27.368607	T	10-07-2023	IPR015807	Histidine-tRNA ligase
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	Gene3D	G3DSA:3.40.50.800	-	348	443	7.0E-21	T	10-07-2023	IPR036621	Anticodon-binding domain superfamily
LBYQ01000001.1_29	f60eac770d7fa75347ea090a73a6a3ae	443	TIGRFAM	TIGR00442	hisS: histidine--tRNA ligase	18	431	2.2E-119	T	10-07-2023	IPR015807	Histidine-tRNA ligase
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	PRINTS	PR00812	Bacterial general secretion pathway protein F signature	342	361	1.0E-13	T	10-07-2023	IPR003004	GspF/PilC family
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	PRINTS	PR00812	Bacterial general secretion pathway protein F signature	23	35	1.0E-13	T	10-07-2023	IPR003004	GspF/PilC family
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	PRINTS	PR00812	Bacterial general secretion pathway protein F signature	122	150	1.0E-13	T	10-07-2023	IPR003004	GspF/PilC family
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	PRINTS	PR00812	Bacterial general secretion pathway protein F signature	326	340	1.0E-13	T	10-07-2023	IPR003004	GspF/PilC family
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	PANTHER	PTHR30012	GENERAL SECRETION PATHWAY PROTEIN	18	361	4.6E-87	T	10-07-2023	IPR003004	GspF/PilC family
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	FunFam	G3DSA:1.20.81.30:FF:000001	Type II secretion system protein F	213	328	4.9E-23	T	10-07-2023	-	-
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	Pfam	PF00482	Type II secretion system (T2SS), protein F	230	353	2.2E-26	T	10-07-2023	IPR018076	Type II secretion system protein GspF domain
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	Pfam	PF00482	Type II secretion system (T2SS), protein F	27	150	9.9E-26	T	10-07-2023	IPR018076	Type II secretion system protein GspF domain
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	Gene3D	G3DSA:1.20.81.30	Type II secretion system (T2SS), domain F	215	323	1.8E-25	T	10-07-2023	IPR042094	Type II secretion system GspF domain superfamily
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	ProSitePatterns	PS00874	Bacterial type II secretion system protein F signature.	122	150	-	T	10-07-2023	IPR001992	T2SS_GspF/T4SS_PilC conserved site
LBYQ01000001.1_49	ba45f4274858c248daf97c7be489922f	364	Gene3D	G3DSA:1.20.81.30	Type II secretion system (T2SS), domain F	14	130	4.4E-25	T	10-07-2023	IPR042094	Type II secretion system GspF domain superfamily
LBYQ01000008.1_1	49e386944cc91fa63147d5616298fb02	216	Pfam	PF00535	Glycosyl transferase family 2	5	173	2.4E-26	T	10-07-2023	IPR001173	Glycosyltransferase 2-like
LBYQ01000008.1_1	49e386944cc91fa63147d5616298fb02	216	PANTHER	PTHR43398	DOLICHOL-PHOSPHATE MANNOSYLTRANSFERASE SUBUNIT 1	2	216	3.0E-50	T	10-07-2023	IPR039528	DPM1-like
LBYQ01000008.1_1	49e386944cc91fa63147d5616298fb02	216	Gene3D	G3DSA:3.90.550.10	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A	1	216	8.9E-37	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
LBYQ01000008.1_1	49e386944cc91fa63147d5616298fb02	216	CDD	cd06442	DPM1_like	5	216	3.88097E-80	T	10-07-2023	IPR039528	DPM1-like
LBYQ01000008.1_1	49e386944cc91fa63147d5616298fb02	216	SUPERFAMILY	SSF53448	Nucleotide-diphospho-sugar transferases	1	211	6.12E-35	T	10-07-2023	IPR029044	Nucleotide-diphospho-sugar transferases
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	Pfam	PF00717	Peptidase S24-like	84	198	6.9E-28	T	10-07-2023	IPR015927	Peptidase S24/S26A/S26B/S26C
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	Gene3D	G3DSA:2.10.109.10	Umud Fragment, subunit A	82	203	2.2E-33	T	10-07-2023	-	-
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	SUPERFAMILY	SSF51306	LexA/Signal peptidase	81	202	5.23E-31	T	10-07-2023	IPR036286	LexA/Signal peptidase-like superfamily
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	119	129	1.4E-7	T	10-07-2023	IPR006197	Peptidase S24, LexA-like
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	130	141	1.4E-7	T	10-07-2023	IPR006197	Peptidase S24, LexA-like
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	PRINTS	PR00726	Repressor LexA serine protease (S24) family signature	159	171	1.4E-7	T	10-07-2023	IPR006197	Peptidase S24, LexA-like
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	Pfam	PF01726	LexA DNA binding domain	7	66	5.4E-19	T	10-07-2023	IPR006199	LexA repressor, DNA-binding domain
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	7	71	1.75E-18	T	10-07-2023	IPR036390	Winged helix DNA-binding domain superfamily
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	PANTHER	PTHR33516	LEXA REPRESSOR	7	204	5.2E-52	T	10-07-2023	-	-
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	Gene3D	G3DSA:1.10.10.10	-	5	70	1.4E-21	T	10-07-2023	IPR036388	Winged helix-like DNA-binding domain superfamily
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	Hamap	MF_00015	LexA repressor [lexA].	4	204	30.727711	T	10-07-2023	IPR006200	Transcription regulator LexA
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	TIGRFAM	TIGR00498	lexA: repressor LexA	7	203	9.6E-61	T	10-07-2023	IPR006200	Transcription regulator LexA
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	FunFam	G3DSA:2.10.109.10:FF:000001	LexA repressor	82	204	1.6E-38	T	10-07-2023	-	-
LBYQ01000012.1_7	7fc5ea14d23aa34020b7071e5741c76a	204	CDD	cd06529	S24_LexA-like	119	201	1.30429E-17	T	10-07-2023	IPR039418	LexA-like
LBYQ01000010.1_1	8270b0eff014a9cc88c96dc8d4ace290	182	PANTHER	PTHR43591	METHYLTRANSFERASE	50	179	4.0E-9	T	10-07-2023	-	-
LBYQ01000010.1_1	8270b0eff014a9cc88c96dc8d4ace290	182	CDD	cd02440	AdoMet_MTases	98	182	1.99766E-11	T	10-07-2023	-	-
LBYQ01000010.1_1	8270b0eff014a9cc88c96dc8d4ace290	182	Pfam	PF13489	Methyltransferase domain	85	181	1.1E-14	T	10-07-2023	-	-
LBYQ01000010.1_1	8270b0eff014a9cc88c96dc8d4ace290	182	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	51	182	1.5E-26	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
LBYQ01000010.1_1	8270b0eff014a9cc88c96dc8d4ace290	182	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	83	179	9.11E-24	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
LBYQ01000003.1_27	f0abcb753395771f2745055740546adb	52	Pfam	PF01196	Ribosomal protein L17	20	51	5.4E-7	T	10-07-2023	IPR000456	Ribosomal protein L17
LBYQ01000003.1_27	f0abcb753395771f2745055740546adb	52	PANTHER	PTHR14413	RIBOSOMAL PROTEIN L17	1	51	3.6E-10	T	10-07-2023	IPR000456	Ribosomal protein L17
LBYQ01000003.1_27	f0abcb753395771f2745055740546adb	52	Gene3D	G3DSA:3.90.1030.10	Ribosomal protein L17	1	52	3.0E-16	T	10-07-2023	IPR036373	Ribosomal protein L17 superfamily
