MNUJ01000002.1_1_4	13a5bff17f0207c212d1175beb1ad3a0	57	Pfam	PF18917	Domain of unknown function (DUF5668)	1	43	3.7E-13	T	10-07-2023	IPR043726	Domain of unknown function DUF5668
MNUJ01000040.1_7	332661a7c5f1468452a3594f9b8208a1	125	PANTHER	PTHR38471	-	9	122	1.0E-11	T	10-07-2023	IPR012657	23S rRNA-intervening sequence protein
MNUJ01000040.1_7	332661a7c5f1468452a3594f9b8208a1	125	SUPERFAMILY	SSF158446	IVS-encoded protein-like	8	116	1.7E-20	T	10-07-2023	IPR036583	23S rRNA-intervening sequence superfamily
MNUJ01000040.1_7	332661a7c5f1468452a3594f9b8208a1	125	Gene3D	G3DSA:1.20.1440.60	-	4	121	6.8E-25	T	10-07-2023	IPR036583	23S rRNA-intervening sequence superfamily
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	Pfam	PF01715	IPP transferase	38	267	3.5E-57	T	10-07-2023	-	-
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	5	139	6.23E-13	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	TIGRFAM	TIGR00174	miaA: tRNA dimethylallyltransferase	6	276	2.5E-58	T	10-07-2023	IPR018022	IPP transferase
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	PANTHER	PTHR11088	TRNA DIMETHYLALLYLTRANSFERASE	3	286	5.3E-30	T	10-07-2023	IPR039657	Dimethylallyltransferase
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	Hamap	MF_00185	tRNA dimethylallyltransferase [miaA].	5	293	21.856277	T	10-07-2023	IPR018022	IPP transferase
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	Gene3D	G3DSA:1.10.20.140	-	110	173	6.5E-10	T	10-07-2023	-	-
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	Gene3D	G3DSA:3.40.50.300	-	2	298	4.2E-68	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000010.1_5	e78531cb2dd17617023fac5428eb9bc5	298	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	1	213	1.4E-9	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MNUJ01000041.1_12	1924813fbd466ee35245d87275795aeb	87	Pfam	PF18931	Domain of unknown function (DUF5680)	1	85	8.6E-18	T	10-07-2023	IPR043735	Domain of unknown function DUF5680
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	Pfam	PF02547	Queuosine biosynthesis protein	5	348	5.6E-116	T	10-07-2023	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	TIGRFAM	TIGR00113	queA: S-adenosylmethionine:tRNA ribosyltransferase-isomerase	2	349	6.0E-108	T	10-07-2023	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	SUPERFAMILY	SSF111337	QueA-like	2	349	1.14E-108	T	10-07-2023	IPR036100	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA superfamily
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	Hamap	MF_00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [queA].	2	349	38.614395	T	10-07-2023	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	Gene3D	G3DSA:3.40.1780.10	-	15	348	5.4E-108	T	10-07-2023	IPR042118	QueA, domain 1
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	Gene3D	G3DSA:2.40.10.240	-	65	162	5.4E-108	T	10-07-2023	IPR042119	QueA, domain 2
MNUJ01000046.1_2	084ca100315331c481fea2e0c612b778	349	PANTHER	PTHR30307	S-ADENOSYLMETHIONINE:TRNA RIBOSYLTRANSFERASE-ISOMERASE	2	349	4.0E-110	T	10-07-2023	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	SMART	SM00257	LysM_2	176	220	6.1E-8	T	10-07-2023	IPR018392	LysM domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	CDD	cd00118	LysM	176	219	4.01131E-10	T	10-07-2023	IPR018392	LysM domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	ProSiteProfiles	PS50911	CHAP domain profile.	249	366	30.260838	T	10-07-2023	IPR007921	CHAP domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	Gene3D	G3DSA:3.10.350.10	LysM domain	171	235	1.2E-14	T	10-07-2023	IPR036779	LysM domain superfamily
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	ProSiteProfiles	PS51782	LysM domain profile.	175	219	13.46309	T	10-07-2023	IPR018392	LysM domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	Gene3D	G3DSA:3.90.1720.10	endopeptidase domain like (from Nostoc punctiforme)	260	366	1.2E-29	T	10-07-2023	-	-
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	Pfam	PF01476	LysM domain	177	220	7.5E-9	T	10-07-2023	IPR018392	LysM domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	PRINTS	PR01852	Streptococcal non-M secreted SibA protein signature	152	179	2.0E-5	T	10-07-2023	IPR009148	Streptococcal non-M secreted SibA
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	PRINTS	PR01852	Streptococcal non-M secreted SibA protein signature	335	358	2.0E-5	T	10-07-2023	IPR009148	Streptococcal non-M secreted SibA
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	PRINTS	PR01852	Streptococcal non-M secreted SibA protein signature	293	317	2.0E-5	T	10-07-2023	IPR009148	Streptococcal non-M secreted SibA
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	Pfam	PF05257	CHAP domain	265	342	1.6E-13	T	10-07-2023	IPR007921	CHAP domain
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	SUPERFAMILY	SSF54001	Cysteine proteinases	260	350	7.65E-19	T	10-07-2023	IPR038765	Papain-like cysteine peptidase superfamily
MNUJ01000049.1_4	f96085ad297034537749002afcded638	366	SUPERFAMILY	SSF54106	LysM domain	175	220	5.1E-9	T	10-07-2023	IPR036779	LysM domain superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	247	321	4.6E-12	T	10-07-2023	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	FunFam	G3DSA:3.30.230.70:FF:000001	Polyribonucleotide nucleotidyltransferase	9	240	1.0E-86	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like	452	553	2.09E-26	T	10-07-2023	IPR036345	Exoribonuclease, PH domain 2 superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	PANTHER	PTHR11252	POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE	9	707	1.0E-254	T	10-07-2023	IPR012162	Polyribonucleotide nucleotidyltransferase
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	ProSiteProfiles	PS50084	Type-1 KH domain profile.	557	620	11.971657	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	617	708	5.35E-19	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	CDD	cd11364	RNase_PH_PNPase_2	325	548	8.00032E-138	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF00575	S1 RNA binding domain	628	706	3.3E-14	T	10-07-2023	IPR003029	S1 domain
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Gene3D	G3DSA:3.30.230.70	-	240	553	5.9E-132	T	10-07-2023	IPR027408	PNPase/RNase PH domain superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF00013	KH domain	562	620	2.7E-5	T	10-07-2023	IPR004088	K Homology domain, type 1
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF01138	3' exoribonuclease family, domain 1	325	458	1.2E-23	T	10-07-2023	IPR001247	Exoribonuclease, phosphorolytic domain 1
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF01138	3' exoribonuclease family, domain 1	20	150	2.3E-16	T	10-07-2023	IPR001247	Exoribonuclease, phosphorolytic domain 1
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	FunFam	G3DSA:3.30.1370.10:FF:000001	Polyribonucleotide nucleotidyltransferase	554	626	9.7E-23	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Gene3D	G3DSA:2.40.50.140	-	623	709	3.9E-22	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	CDD	cd02393	KH-I_PNPase	555	627	4.21205E-28	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	TIGRFAM	TIGR03591	polynuc_phos: polyribonucleotide nucleotidyltransferase	16	707	4.5E-273	T	10-07-2023	IPR012162	Polyribonucleotide nucleotidyltransferase
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF54791	Eukaryotic type KH-domain (KH-domain type I)	559	640	1.58E-13	T	10-07-2023	IPR036612	K Homology domain, type 1 superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	ProSiteProfiles	PS50126	S1 domain profile.	630	706	21.91102	T	10-07-2023	IPR003029	S1 domain
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SMART	SM00322	kh_6	556	625	2.6E-6	T	10-07-2023	IPR004087	K Homology domain
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	CDD	cd11363	RNase_PH_PNPase_1	11	225	3.72471E-110	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Hamap	MF_01595	Polyribonucleotide nucleotidyltransferase [pnp].	8	709	28.175219	T	10-07-2023	IPR012162	Polyribonucleotide nucleotidyltransferase
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	11	150	4.5E-42	T	10-07-2023	IPR020568	Ribosomal protein S5 domain 2-type fold
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF46915	Polynucleotide phosphorylase/guanosine pentaphosphate synthase (PNPase/GPSI), domain 3	244	322	2.09E-12	T	10-07-2023	IPR036456	Polyribonucleotide nucleotidyltransferase, RNA-binding domain superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	FunFam	G3DSA:3.30.230.70:FF:000002	Polyribonucleotide nucleotidyltransferase	241	553	4.2E-131	T	10-07-2023	-	-
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF03725	3' exoribonuclease family, domain 2	153	216	7.5E-16	T	10-07-2023	IPR015847	Exoribonuclease, phosphorolytic domain 2
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Pfam	PF03725	3' exoribonuclease family, domain 2	462	531	5.5E-5	T	10-07-2023	IPR015847	Exoribonuclease, phosphorolytic domain 2
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SMART	SM00316	S1_6	628	706	7.0E-21	T	10-07-2023	IPR022967	RNA-binding domain, S1
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Gene3D	G3DSA:3.30.230.70	-	9	239	7.5E-81	T	10-07-2023	IPR027408	PNPase/RNase PH domain superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	296	490	2.02E-50	T	10-07-2023	IPR020568	Ribosomal protein S5 domain 2-type fold
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	Gene3D	G3DSA:3.30.1370.10	K Homology domain, type 1	554	622	1.4E-26	T	10-07-2023	IPR036612	K Homology domain, type 1 superfamily
MNUJ01000008.1_21	1fe01d69cdc6f27423eef01484e40d82	710	SUPERFAMILY	SSF55666	Ribonuclease PH domain 2-like	151	240	1.3E-24	T	10-07-2023	IPR036345	Exoribonuclease, PH domain 2 superfamily
MNUJ01000046.1_8	a08f0ff9620be3fce190261b54d36f93	211	Gene3D	G3DSA:3.30.70.2650	-	113	197	5.6E-9	T	10-07-2023	-	-
MNUJ01000046.1_8	a08f0ff9620be3fce190261b54d36f93	211	Coils	Coil	Coil	7	27	-	T	10-07-2023	-	-
MNUJ01000046.1_8	a08f0ff9620be3fce190261b54d36f93	211	PANTHER	PTHR30319	PHENYLACETIC ACID REGULATOR-RELATED TRANSCRIPTIONAL REPRESSOR	75	193	2.4E-9	T	10-07-2023	-	-
MNUJ01000047.1_12	7da4360c0959aef29dd694666626828b	75	Pfam	PF11213	Protein of unknown function (DUF3006)	10	69	7.6E-12	T	10-07-2023	IPR021377	Protein of unknown function DUF3006
MNUJ01000047.1_12	7da4360c0959aef29dd694666626828b	75	Coils	Coil	Coil	53	73	-	T	10-07-2023	-	-
MNUJ01000047.1_12	7da4360c0959aef29dd694666626828b	75	Gene3D	G3DSA:6.20.120.50	-	3	74	5.0E-9	T	10-07-2023	-	-
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	TIGRFAM	TIGR03023	WcaJ_sugtrans: undecaprenyl-phosphate glucose phosphotransferase	15	462	2.7E-134	T	10-07-2023	IPR017473	Undecaprenyl-phosphate glucose phosphotransferase, WcaJ
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	TIGRFAM	TIGR03025	EPS_sugtrans: exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	15	462	4.0E-134	T	10-07-2023	IPR017475	Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	PANTHER	PTHR30576	COLANIC BIOSYNTHESIS UDP-GLUCOSE LIPID CARRIER TRANSFERASE	117	462	5.4E-86	T	10-07-2023	-	-
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	Gene3D	G3DSA:3.40.50.720	-	144	264	8.8E-13	T	10-07-2023	-	-
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	Pfam	PF02397	Bacterial sugar transferase	277	461	3.4E-69	T	10-07-2023	IPR003362	Bacterial sugar transferase
MNUJ01000002.1_1_12	945e99fd999ad3242358298f4de46240	476	Pfam	PF13727	CoA-binding domain	66	240	6.0E-14	T	10-07-2023	-	-
MNUJ01000047.1_6	4c5a263719c797a3c8a216e263957812	114	Gene3D	G3DSA:1.20.1440.60	-	6	113	9.7E-29	T	10-07-2023	IPR036583	23S rRNA-intervening sequence superfamily
MNUJ01000047.1_6	4c5a263719c797a3c8a216e263957812	114	CDD	cd16376	Avd_like	6	110	2.47044E-29	T	10-07-2023	-	-
MNUJ01000056.1_6	0465910f559afc50a1b8c3e3dccc549d	242	Pfam	PF08308	PEGA domain	60	115	6.1E-5	T	10-07-2023	IPR013229	PEGA
MNUJ01000010.1_10	61c3cfb71aaee23192f0a18a6dc44814	158	Gene3D	G3DSA:3.40.30.10	Glutaredoxin	57	156	5.9E-30	T	10-07-2023	-	-
MNUJ01000010.1_10	61c3cfb71aaee23192f0a18a6dc44814	158	PANTHER	PTHR34573	VKC DOMAIN-CONTAINING PROTEIN	33	151	1.3E-26	T	10-07-2023	-	-
MNUJ01000010.1_10	61c3cfb71aaee23192f0a18a6dc44814	158	SUPERFAMILY	SSF52833	Thioredoxin-like	55	144	6.1E-14	T	10-07-2023	IPR036249	Thioredoxin-like superfamily
MNUJ01000016.1_4	60b2f6d3866ca3318ac139a11a189b63	378	Gene3D	G3DSA:3.30.830.10	-	214	372	1.3E-14	T	10-07-2023	-	-
MNUJ01000016.1_4	60b2f6d3866ca3318ac139a11a189b63	378	Coils	Coil	Coil	102	122	-	T	10-07-2023	-	-
MNUJ01000016.1_4	60b2f6d3866ca3318ac139a11a189b63	378	SUPERFAMILY	SSF63411	LuxS/MPP-like metallohydrolase	228	354	5.06E-14	T	10-07-2023	IPR011249	Metalloenzyme, LuxS/M16 peptidase-like
MNUJ01000054.1_9	99a4924cc3923732695173338cc34a92	286	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	182	283	3.7E-5	T	10-07-2023	IPR013783	Immunoglobulin-like fold
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	Gene3D	G3DSA:3.40.50.10490	-	20	178	5.5E-30	T	10-07-2023	-	-
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	Pfam	PF01380	SIS domain	45	126	1.0E-8	T	10-07-2023	IPR001347	SIS domain
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	ProSiteProfiles	PS51464	SIS domain profile.	41	175	11.728827	T	10-07-2023	IPR001347	SIS domain
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	Gene3D	G3DSA:3.40.50.10490	-	197	350	6.2E-27	T	10-07-2023	-	-
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	CDD	cd05017	SIS_PGI_PMI_1	50	158	8.92729E-36	T	10-07-2023	IPR035484	Bifunctional phosphoglucose/phosphomannose isomerase, SIS domain 1
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	SUPERFAMILY	SSF53697	SIS domain	56	343	6.02E-41	T	10-07-2023	IPR046348	SIS domain superfamily
MNUJ01000052.1_2	f524acb6c2a7a26d0de88af95b9c844b	355	Pfam	PF10432	Bacterial phospho-glucose isomerase C-terminal SIS domain	200	348	1.4E-24	T	10-07-2023	IPR019490	Bifunctional glucose-6-phosphate/mannose-6-phosphate isomerase, C-terminal
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	Pfam	PF01632	Ribosomal protein L35	2	57	1.0E-13	T	10-07-2023	IPR021137	Ribosomal protein L35
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	TIGRFAM	TIGR00001	rpmI_bact: ribosomal protein bL35	2	58	3.5E-16	T	10-07-2023	IPR001706	Ribosomal protein L35, non-mitochondrial
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	Hamap	MF_00514	50S ribosomal protein L35 [rpmI].	1	60	13.102888	T	10-07-2023	IPR001706	Ribosomal protein L35, non-mitochondrial
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	PRINTS	PR00064	Ribosomal protein L35 signature	21	35	1.6E-9	T	10-07-2023	IPR001706	Ribosomal protein L35, non-mitochondrial
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	PRINTS	PR00064	Ribosomal protein L35 signature	3	20	1.6E-9	T	10-07-2023	IPR001706	Ribosomal protein L35, non-mitochondrial
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	ProSitePatterns	PS00936	Ribosomal protein L35 signature.	5	31	-	T	10-07-2023	IPR018265	Ribosomal protein L35, conserved site
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	SUPERFAMILY	SSF143034	L35p-like	2	58	9.81E-15	T	10-07-2023	IPR037229	Ribosomal protein L35 superfamily
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	Gene3D	G3DSA:4.10.410.60	-	1	59	7.5E-17	T	10-07-2023	IPR037229	Ribosomal protein L35 superfamily
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	PANTHER	PTHR33343	54S RIBOSOMAL PROTEIN BL35M	2	58	1.1E-11	T	10-07-2023	IPR001706	Ribosomal protein L35, non-mitochondrial
MNUJ01000006.1_2	e52c117d9da935641674492c33046964	61	FunFam	G3DSA:4.10.410.60:FF:000001	50S ribosomal protein L35	1	60	1.2E-16	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Pfam	PF17759	Phenylalanyl tRNA synthetase beta chain CLM domain	480	583	1.9E-21	T	10-07-2023	IPR041616	Phenylalanyl tRNA synthetase beta chain, core domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SUPERFAMILY	SSF54991	Anticodon-binding domain of PheRS	683	780	3.01E-25	T	10-07-2023	IPR036690	Ferrodoxin-fold anticodon-binding domain superfamily
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Pfam	PF03147	Ferredoxin-fold anticodon binding domain	688	780	6.0E-23	T	10-07-2023	IPR005121	Ferrodoxin-fold anticodon-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	479	650	6.7E-28	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	CDD	cd02796	tRNA_bind_bactPheRS	43	140	3.20926E-39	T	10-07-2023	IPR033714	Phenylalanly tRNA synthetase, tRNA-binding-domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Pfam	PF01588	Putative tRNA binding domain	43	140	7.5E-18	T	10-07-2023	IPR002547	tRNA-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:3.30.70.380	-	689	781	2.5E-24	T	10-07-2023	IPR036690	Ferrodoxin-fold anticodon-binding domain superfamily
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	FunFam	G3DSA:2.40.50.140:FF:000045	Phenylalanine--tRNA ligase beta subunit	38	150	2.7E-34	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SMART	SM00873	B3_4_2	209	382	5.3E-86	T	10-07-2023	IPR005146	B3/B4 tRNA-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SUPERFAMILY	SSF56037	PheT/TilS domain	198	391	3.92E-72	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	459	582	1.69E-20	T	10-07-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Pfam	PF03484	tRNA synthetase B5 domain	404	463	7.0E-15	T	10-07-2023	IPR005147	tRNA synthetase, B5-domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	TIGRFAM	TIGR00472	pheT_bact: phenylalanine--tRNA ligase, beta subunit	1	585	1.4E-189	T	10-07-2023	IPR004532	Phenylalanine-tRNA ligase, class IIc, beta subunit, bacterial type
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	PANTHER	PTHR10947	PHENYLALANYL-TRNA SYNTHETASE BETA CHAIN AND LEUCINE-RICH REPEAT-CONTAINING PROTEIN 47	111	582	1.4E-64	T	10-07-2023	IPR045060	Phenylalanine-tRNA ligase, class IIc, beta subunit
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SMART	SM00874	B5_2	399	463	4.0E-14	T	10-07-2023	IPR005147	tRNA synthetase, B5-domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:2.40.50.140	-	39	149	1.2E-62	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:3.50.40.10	-	194	393	3.9E-85	T	10-07-2023	IPR020825	Phenylalanyl-tRNA synthetase-like, B3/B4
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	ProSiteProfiles	PS51483	B5 domain profile.	397	468	21.518162	T	10-07-2023	IPR005147	tRNA synthetase, B5-domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	ProSiteProfiles	PS50886	tRNA-binding domain profile.	37	144	27.447481	T	10-07-2023	IPR002547	tRNA-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Hamap	MF_00283	Phenylalanine--tRNA ligase beta subunit [pheT].	1	774	37.263531	T	10-07-2023	IPR004532	Phenylalanine-tRNA ligase, class IIc, beta subunit, bacterial type
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	42	186	2.2E-35	T	10-07-2023	IPR012340	Nucleic acid-binding, OB-fold
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	ProSiteProfiles	PS51447	Ferredoxin-fold anticodon binding (FDX-ACB) domain profile.	688	780	28.38039	T	10-07-2023	IPR005121	Ferrodoxin-fold anticodon-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	FunFam	G3DSA:3.50.40.10:FF:000001	Phenylalanine--tRNA ligase beta subunit	194	394	8.5E-78	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Pfam	PF03483	B3/4 domain	210	382	1.2E-67	T	10-07-2023	IPR005146	B3/B4 tRNA-binding domain
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:3.30.56.10	-	6	177	1.2E-62	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	Gene3D	G3DSA:3.30.56.10	-	403	466	1.0E-17	T	10-07-2023	-	-
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SUPERFAMILY	SSF46955	Putative DNA-binding domain	404	467	4.12E-14	T	10-07-2023	IPR009061	Putative DNA-binding domain superfamily
MNUJ01000052.1_20	6ff5f04c6bf24e75707e7447a6dfc316	781	SMART	SM00896	FDX_ACB_2	688	780	1.6E-27	T	10-07-2023	IPR005121	Ferrodoxin-fold anticodon-binding domain
MNUJ01000037.1_3	41360f80af4ce821d2198abb81623905	141	Pfam	PF12666	PrgI family protein	4	88	1.0E-10	T	10-07-2023	IPR024414	Uncharacterised protein family PrgI
MNUJ01000044.1_3	2ccc4092218d76d979b409c473145ec4	434	Pfam	PF03952	Enolase, N-terminal domain	4	134	1.6E-45	T	10-07-2023	IPR020811	Enolase, N-terminal
MNUJ01000044.1_3	2ccc4092218d76d979b409c473145ec4	434	SMART	SM01192	Enolase_C_3	144	430	7.5E-166	T	10-07-2023	IPR020810	Enolase, C-terminal TIM barrel domain
