SMWK01000052.1_orf83678	54c47ba4fc7e3e4a42066c5407932503	734	Pfam	PF11739	Dicarboxylate transport	531	724	1.5E-41	T	24-06-2023	IPR021730	Dicarboxylate transport
SMWK01000205.1_orf42052	3cdffed590aa47e9110aec9195fcb482	224	ProSitePatterns	PS00098	Thiolases acyl-enzyme intermediate signature.	113	131	-	T	24-06-2023	IPR020615	Thiolase, acyl-enzyme intermediate active site
SMWK01000205.1_orf42052	3cdffed590aa47e9110aec9195fcb482	224	PANTHER	PTHR43853	3-KETOACYL-COA THIOLASE, PEROXISOMAL	26	222	9.9E-51	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Gene3D	G3DSA:1.10.287.470	Helix hairpin bin	118	177	1.0E-34	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	PANTHER	PTHR30469	MULTIDRUG RESISTANCE PROTEIN MDTA	11	367	2.6E-75	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Coils	Coil	Coil	155	175	-	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Gene3D	G3DSA:2.40.30.170	-	77	274	1.0E-34	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Coils	Coil	Coil	117	144	-	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	FunFam	G3DSA:2.40.30.170:FF:000010	Efflux RND transporter periplasmic adaptor subunit	203	290	1.3E-16	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	MobiDBLite	mobidb-lite	consensus disorder prediction	359	382	-	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	MobiDBLite	mobidb-lite	consensus disorder prediction	362	382	-	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Pfam	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	73	283	8.7E-24	T	24-06-2023	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Gene3D	G3DSA:2.40.50.100	-	83	211	1.0E-34	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	SUPERFAMILY	SSF111369	HlyD-like secretion proteins	73	289	9.81E-36	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	Gene3D	G3DSA:2.40.420.20	-	275	364	2.8E-19	T	24-06-2023	-	-
SMWK01000055.1_orf84543	700eaff17e023264efefcf5d46144bc1	382	TIGRFAM	TIGR01730	RND_mfp: efflux transporter, RND family, MFP subunit	60	362	3.1E-67	T	24-06-2023	IPR006143	RND efflux pump, membrane fusion protein
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	135	162	-	T	24-06-2023	-	-
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	177	210	-	T	24-06-2023	-	-
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	1	43	-	T	24-06-2023	-	-
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	12	32	-	T	24-06-2023	-	-
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	144	162	-	T	24-06-2023	-	-
SMWK01000101.1_orf11132	cf1d92222387a9d872c0ae0cfe0b52be	210	MobiDBLite	mobidb-lite	consensus disorder prediction	177	203	-	T	24-06-2023	-	-
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	Pfam	PF13360	PQQ-like domain	74	218	5.8E-10	T	24-06-2023	IPR002372	Pyrrolo-quinoline quinone repeat
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	Pfam	PF13360	PQQ-like domain	474	541	6.8E-8	T	24-06-2023	IPR002372	Pyrrolo-quinoline quinone repeat
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	Pfam	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	612	688	3.5E-10	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	TIGRFAM	TIGR03075	PQQ_enz_alc_DH: PQQ-dependent dehydrogenase, methanol/ethanol family	27	560	2.0E-192	T	24-06-2023	IPR017512	PQQ-dependent dehydrogenase, methanol/ethanol family
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SUPERFAMILY	SSF46626	Cytochrome c	599	692	2.29E-16	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	PANTHER	PTHR32303	QUINOPROTEIN ALCOHOL DEHYDROGENASE (CYTOCHROME C)	17	564	3.6E-54	T	24-06-2023	-	-
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	CDD	cd10279	PQQ_ADH_II	42	591	0.0	T	24-06-2023	-	-
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	Gene3D	G3DSA:1.10.760.10	-	597	711	1.2E-25	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	ProSiteProfiles	PS51007	Cytochrome c family profile.	610	692	9.80278	T	24-06-2023	IPR009056	Cytochrome c-like domain
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	Gene3D	G3DSA:2.140.10.10	-	28	595	1.1E-228	T	24-06-2023	-	-
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SUPERFAMILY	SSF50998	Quinoprotein alcohol dehydrogenase-like	34	604	2.22E-162	T	24-06-2023	IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	ProSitePatterns	PS00364	Bacterial quinoprotein dehydrogenases signature 2.	258	279	-	T	24-06-2023	IPR001479	Quinoprotein dehydrogenase, conserved site
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SMART	SM00564	ire1_9	139	170	1.2E-4	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SMART	SM00564	ire1_9	501	532	0.092	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SMART	SM00564	ire1_9	87	119	4.2	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000031.1_orf78259	2d780bc5b1a8ed758b700b5f10fe1d82	724	SMART	SM00564	ire1_9	183	221	0.47	T	24-06-2023	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat
SMWK01000043.1_orf81297	b04b5914ca2f0ac67ed2fe6b604cc981	150	MobiDBLite	mobidb-lite	consensus disorder prediction	1	33	-	T	24-06-2023	-	-
SMWK01000043.1_orf81297	b04b5914ca2f0ac67ed2fe6b604cc981	150	MobiDBLite	mobidb-lite	consensus disorder prediction	76	97	-	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Pfam	PF00226	DnaJ domain	5	67	2.2E-25	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	SUPERFAMILY	SSF46565	Chaperone J-domain	1	107	1.07E-33	T	24-06-2023	IPR036869	Chaperone J-domain superfamily
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	PRINTS	PR00625	DnaJ domain signature	7	25	8.3E-30	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	PRINTS	PR00625	DnaJ domain signature	25	40	8.3E-30	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	PRINTS	PR00625	DnaJ domain signature	62	81	8.3E-30	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	PRINTS	PR00625	DnaJ domain signature	42	62	8.3E-30	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	FunFam	G3DSA:2.10.230.10:FF:000002	Molecular chaperone DnaJ	140	213	2.8E-23	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Gene3D	G3DSA:2.60.260.20	-	255	362	1.4E-27	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Gene3D	G3DSA:2.10.230.10	-	148	212	1.1E-19	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Gene3D	G3DSA:1.10.287.110	DnaJ domain	1	114	4.0E-34	T	24-06-2023	IPR036869	Chaperone J-domain superfamily
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Hamap	MF_01152	Chaperone protein DnaJ [dnaJ].	2	373	40.909874	T	24-06-2023	IPR012724	Chaperone DnaJ
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	CDD	cd10719	DnaJ_zf	148	208	4.31577E-26	T	24-06-2023	IPR001305	Heat shock protein DnaJ, cysteine-rich domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Pfam	PF00684	DnaJ central domain	148	208	2.2E-14	T	24-06-2023	IPR001305	Heat shock protein DnaJ, cysteine-rich domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Pfam	PF01556	DnaJ C terminal domain	122	334	4.6E-43	T	24-06-2023	IPR002939	Chaperone DnaJ, C-terminal
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	SUPERFAMILY	SSF57938	DnaJ/Hsp40 cysteine-rich domain	135	212	3.4E-21	T	24-06-2023	IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	ProSiteProfiles	PS50076	dnaJ domain profile.	5	70	24.252115	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Gene3D	G3DSA:2.60.260.20	-	116	252	2.0E-17	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	ProSiteProfiles	PS51188	Zinc finger CR-type profile.	135	213	25.345881	T	24-06-2023	IPR001305	Heat shock protein DnaJ, cysteine-rich domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	PANTHER	PTHR43096	DNAJ HOMOLOG 1, MITOCHONDRIAL-RELATED	5	351	3.8E-105	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	TIGRFAM	TIGR02349	DnaJ_bact: chaperone protein DnaJ	5	350	3.1E-134	T	24-06-2023	IPR012724	Chaperone DnaJ
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	CDD	cd06257	DnaJ	5	59	3.25088E-26	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	116	268	6.41E-19	T	24-06-2023	IPR008971	HSP40/DnaJ peptide-binding
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	FunFam	G3DSA:1.10.287.110:FF:000034	Chaperone protein DnaJ	2	118	8.2E-39	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	CDD	cd10747	DnaJ_C	119	337	7.66333E-65	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	Coils	Coil	Coil	40	60	-	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	SUPERFAMILY	SSF49493	HSP40/DnaJ peptide-binding domain	260	345	2.62E-21	T	24-06-2023	IPR008971	HSP40/DnaJ peptide-binding
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	FunFam	G3DSA:2.60.260.20:FF:000004	Molecular chaperone DnaJ	255	363	1.2E-46	T	24-06-2023	-	-
SMWK01000108.1_orf13690	2bbfa69f35e09e83ed3aa0d620fd47ec	378	SMART	SM00271	dnaj_3	4	62	3.0E-29	T	24-06-2023	IPR001623	DnaJ domain
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Gene3D	G3DSA:3.30.1360.40	-	248	341	3.2E-183	T	24-06-2023	-	-
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Gene3D	G3DSA:3.90.199.10	Topoisomerase II, domain 5	42	492	3.2E-183	T	24-06-2023	IPR013758	DNA topoisomerase, type IIA, domain A, alpha-beta
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	TIGRFAM	TIGR01062	parC_Gneg: DNA topoisomerase IV, A subunit	18	751	0.0	T	24-06-2023	-	-
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Coils	Coil	Coil	443	470	-	T	24-06-2023	-	-
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	SUPERFAMILY	SSF56719	Type II DNA topoisomerase	40	493	2.09E-150	T	24-06-2023	IPR013760	DNA topoisomerase, type IIA-like domain superfamily
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Gene3D	G3DSA:2.120.10.90	-	503	756	8.1E-47	T	24-06-2023	IPR035516	DNA gyrase/topoisomerase IV, subunit A, C-terminal
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	FunFam	G3DSA:1.10.268.10:FF:000001	DNA gyrase subunit A	368	465	9.8E-27	T	24-06-2023	-	-
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Hamap	MF_00936	DNA topoisomerase 4 subunit A [parC].	14	753	32.811916	T	24-06-2023	IPR005742	DNA topoisomerase IV, subunit A, Gram-negative
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Pfam	PF03989	DNA gyrase C-terminal domain, beta-propeller	656	706	3.0E-9	T	24-06-2023	IPR006691	DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	CDD	cd00187	TOP4c	40	478	0.0	T	24-06-2023	IPR002205	DNA topoisomerase, type IIA,  domain A
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Pfam	PF00521	DNA gyrase/topoisomerase IV, subunit A	42	478	1.9E-133	T	24-06-2023	IPR002205	DNA topoisomerase, type IIA,  domain A
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	SMART	SM00434	topIV4	21	471	2.0E-213	T	24-06-2023	IPR002205	DNA topoisomerase, type IIA,  domain A
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	SUPERFAMILY	SSF101904	GyrA/ParC C-terminal domain-like	507	754	6.67E-48	T	24-06-2023	IPR035516	DNA gyrase/topoisomerase IV, subunit A, C-terminal
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	Gene3D	G3DSA:1.10.268.10	Topoisomerase, domain 3	379	464	3.2E-183	T	24-06-2023	IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily
SMWK01000109.1_orf14051	829eddbecf19fd5e120eade9d2a8dee7	757	PANTHER	PTHR43493	DNA GYRASE/TOPOISOMERASE SUBUNIT A	14	715	5.2E-215	T	24-06-2023	-	-
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	SUPERFAMILY	SSF89796	CoA-transferase family III (CaiB/BaiF)	5	416	1.83E-97	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	MobiDBLite	mobidb-lite	consensus disorder prediction	229	252	-	T	24-06-2023	-	-
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	Gene3D	G3DSA:3.30.1540.10	-	251	343	1.2E-115	T	24-06-2023	IPR044855	CoA-transferase family III domain 3 superfamily
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	Pfam	PF02515	CoA-transferase family III	10	392	8.1E-98	T	24-06-2023	IPR003673	CoA-transferase family III
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	PANTHER	PTHR48207	SUCCINATE--HYDROXYMETHYLGLUTARATE COA-TRANSFERASE	6	416	5.0E-79	T	24-06-2023	-	-
SMWK01000051.1_orf83077	7f5f60a34da73b26b61461f5b60cdf48	416	Gene3D	G3DSA:3.40.50.10540	-	10	410	1.2E-115	T	24-06-2023	IPR023606	CoA-transferase family III domain 1 superfamily
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	54	266	3.16E-21	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Pfam	PF01464	Transglycosylase SLT domain	528	639	5.8E-24	T	24-06-2023	IPR008258	Transglycosylase SLT domain 1
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	SUPERFAMILY	SSF53850	Periplasmic binding protein-like II	300	505	2.02E-32	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	295	505	5.4E-28	T	24-06-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Gene3D	G3DSA:3.40.190.10	-	281	498	2.0E-48	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	CDD	cd13403	MLTF-like	529	692	1.16182E-82	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Gene3D	G3DSA:3.40.190.10	-	72	265	2.1E-20	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Gene3D	G3DSA:3.40.190.10	-	142	238	2.1E-20	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Gene3D	G3DSA:3.40.190.10	-	372	463	2.0E-48	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	SMART	SM00062	AABind_6	286	506	2.4E-19	T	24-06-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Gene3D	G3DSA:1.10.530.10	-	522	699	1.6E-41	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	SUPERFAMILY	SSF53955	Lysozyme-like	524	695	2.01E-39	T	24-06-2023	IPR023346	Lysozyme-like domain superfamily
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	Pfam	PF00497	Bacterial extracellular solute-binding proteins, family 3	82	266	5.7E-17	T	24-06-2023	IPR001638	Solute-binding protein  family 3/N-terminal domain of MltF
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	CDD	cd01009	PBP2_YfhD_N	285	504	7.83622E-63	T	24-06-2023	-	-
SMWK01000319.1_orf77038	54249678d00aa62fd45e4a6e47233628	703	PANTHER	PTHR35936	MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE F	18	262	1.2E-41	T	24-06-2023	-	-
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	SUPERFAMILY	SSF69318	Integrin alpha N-terminal domain	114	532	4.05E-56	T	24-06-2023	IPR028994	Integrin alpha, N-terminal
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	Pfam	PF13517	FG-GAP-like repeat	286	338	2.6E-6	T	24-06-2023	IPR013517	FG-GAP repeat
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	Pfam	PF13517	FG-GAP-like repeat	126	199	2.0E-14	T	24-06-2023	IPR013517	FG-GAP repeat
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	Gene3D	G3DSA:2.130.10.130	-	92	258	1.7E-12	T	24-06-2023	IPR028994	Integrin alpha, N-terminal
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	Gene3D	G3DSA:2.130.10.130	-	374	536	9.3E-7	T	24-06-2023	IPR028994	Integrin alpha, N-terminal
SMWK01000181.1_orf35607	6625bb78098ce66bee6bc2105fcd3763	569	PANTHER	PTHR16026	CARTILAGE ACIDIC PROTEIN 1	79	568	1.4E-88	T	24-06-2023	IPR027039	Cartilage acidic protein 1
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	Pfam	PF00929	Exonuclease	14	196	4.7E-17	T	24-06-2023	IPR013520	Exonuclease, RNase T/DNA polymerase III
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	Gene3D	G3DSA:3.30.420.10	-	3	206	3.6E-34	T	24-06-2023	IPR036397	Ribonuclease H superfamily
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	PANTHER	PTHR30231	DNA POLYMERASE III SUBUNIT EPSILON	10	203	1.4E-16	T	24-06-2023	-	-
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	SMART	SM00479	exoiiiendus	12	205	2.9E-10	T	24-06-2023	IPR013520	Exonuclease, RNase T/DNA polymerase III
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	CDD	cd06127	DEDDh	14	197	1.31758E-26	T	24-06-2023	-	-
SMWK01000019.1_orf42202	51b1e99abd8cb2c331469df09136492c	226	SUPERFAMILY	SSF53098	Ribonuclease H-like	8	201	1.57E-31	T	24-06-2023	IPR012337	Ribonuclease H-like superfamily
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	CDD	cd07035	TPP_PYR_POX_like	9	163	3.67668E-60	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	CDD	cd02004	TPP_BZL_OCoD_HPCL	365	537	1.36187E-72	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Gene3D	G3DSA:3.40.50.970	-	3	180	2.7E-46	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	362	538	3.58E-41	T	24-06-2023	IPR029061	Thiamin diphosphate-binding fold
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Pfam	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	386	534	3.7E-27	T	24-06-2023	IPR011766	Thiamine pyrophosphate enzyme, TPP-binding
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	FunFam	G3DSA:3.40.50.970:FF:000007	Acetolactate synthase	2	183	1.4E-49	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Gene3D	G3DSA:3.40.50.970	-	350	542	2.9E-50	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Pfam	PF00205	Thiamine pyrophosphate enzyme, central domain	194	319	1.6E-23	T	24-06-2023	IPR012000	Thiamine pyrophosphate enzyme, central domain
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Gene3D	G3DSA:3.40.50.1220	-	187	349	5.7E-34	T	24-06-2023	-	-
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	PANTHER	PTHR18968	THIAMINE PYROPHOSPHATE ENZYMES	4	538	2.5E-133	T	24-06-2023	IPR045229	Thiamine pyrophosphate enzyme
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	ProSitePatterns	PS00187	Thiamine pyrophosphate enzymes signature.	423	442	-	T	24-06-2023	IPR000399	TPP-binding enzyme, conserved site
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	Pfam	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	6	172	1.1E-52	T	24-06-2023	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	2	181	1.27E-46	T	24-06-2023	IPR029061	Thiamin diphosphate-binding fold
SMWK01000077.1_orf4454	30dbed77974c2595b90c319d1f49d50a	550	SUPERFAMILY	SSF52467	DHS-like NAD/FAD-binding domain	156	351	4.91E-34	T	24-06-2023	IPR029035	DHS-like NAD/FAD-binding domain superfamily
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	SUPERFAMILY	SSF51556	Metallo-dependent hydrolases	78	506	2.31E-57	T	24-06-2023	IPR032466	Metal-dependent hydrolase
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	Gene3D	G3DSA:3.20.20.140	-	462	563	6.1E-6	T	24-06-2023	-	-
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	Gene3D	G3DSA:3.20.20.140	-	77	310	3.2E-54	T	24-06-2023	-	-
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	Pfam	PF07969	Amidohydrolase family	66	560	1.2E-48	T	24-06-2023	IPR013108	Amidohydrolase 3
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	SUPERFAMILY	SSF51338	Composite domain of metallo-dependent hydrolases	21	574	5.13E-18	T	24-06-2023	IPR011059	Metal-dependent hydrolase, composite domain superfamily
SMWK01000173.1_orf33641	0869663c93193bd9ccbe5e968ca95022	585	PANTHER	PTHR11647	HYDRANTOINASE/DIHYDROPYRIMIDINASE FAMILY MEMBER	18	159	6.5E-27	T	24-06-2023	-	-
SMWK01000195.1_orf38663	e416e855080e576cb8e4c4f62fbd1aca	114	Gene3D	G3DSA:3.30.70.20	-	8	113	1.7E-43	T	24-06-2023	-	-
