JACQFO010000126.1_orf8889	6140484221ee7bf8a725c58fa78b5822	443	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	65	443	27.498711	T	24-06-2023	IPR020846	Major facilitator superfamily domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR00379	Intein signature	698	707	5.2E-18	T	24-06-2023	IPR006142	Intein
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR00379	Intein signature	477	489	5.2E-18	T	24-06-2023	IPR006142	Intein
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	Gene3D	G3DSA:3.40.50.300	-	260	337	1.2E-17	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	TIGRFAM	TIGR01443	intein_Cterm: intein C-terminal splicing region	682	704	2.0E-7	T	24-06-2023	IPR030934	Intein C-terminal splicing region
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	704	841	1.17E-13	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PANTHER	PTHR11630	DNA REPLICATION LICENSING FACTOR MCM FAMILY MEMBER	8	843	1.6E-129	T	24-06-2023	IPR031327	Mini-chromosome maintenance protein
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR01657	Mini-chromosome maintenance (MCM) protein family signature	829	837	3.6E-25	T	24-06-2023	IPR001208	MCM domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR01657	Mini-chromosome maintenance (MCM) protein family signature	323	338	3.6E-25	T	24-06-2023	IPR001208	MCM domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR01657	Mini-chromosome maintenance (MCM) protein family signature	777	790	3.6E-25	T	24-06-2023	IPR001208	MCM domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR01657	Mini-chromosome maintenance (MCM) protein family signature	749	763	3.6E-25	T	24-06-2023	IPR001208	MCM domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	PRINTS	PR01657	Mini-chromosome maintenance (MCM) protein family signature	801	813	3.6E-25	T	24-06-2023	IPR001208	MCM domain
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	SUPERFAMILY	SSF55608	Homing endonucleases	556	654	5.55E-14	T	24-06-2023	IPR027434	Homing endonuclease
JACQFO010000084.1_orf26002	7ba731492c42ee9c1c5502a3923ca4c8	844	Gene3D	G3DSA:2.20.28.10	-	133	181	5.0E-35	T	24-06-2023	-	-
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	Coils	Coil	Coil	386	406	-	T	24-06-2023	-	-
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	SUPERFAMILY	SSF51690	Nicotinate/Quinolinate PRTase C-terminal domain-like	133	403	1.24E-69	T	24-06-2023	IPR036068	Nicotinate phosphoribosyltransferase-like, C-terminal
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	Gene3D	G3DSA:3.90.1170.20	-	11	126	1.2E-32	T	24-06-2023	IPR037128	Quinolinate phosphoribosyl transferase, N-terminal domain superfamily
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	Pfam	PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	135	321	3.7E-19	T	24-06-2023	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	PANTHER	PTHR43202	NICOTINATE-NUCLEOTIDE PYROPHOSPHORYLASE	18	404	2.1E-114	T	24-06-2023	-	-
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	SUPERFAMILY	SSF54675	Nicotinate/Quinolinate PRTase N-terminal domain-like	18	135	3.24E-26	T	24-06-2023	-	-
JACQFO010000108.1_orf4432	d8010f11ebb27e80fd80777a4b9cb92e	413	Gene3D	G3DSA:3.20.20.70	Aldolase class I	127	315	3.5E-63	T	24-06-2023	IPR013785	Aldolase-type TIM barrel
JACQFO010000052.1_orf18807	85f880f73d577125403852288997f9e9	317	MobiDBLite	mobidb-lite	consensus disorder prediction	137	172	-	T	24-06-2023	-	-
JACQFO010000052.1_orf18807	85f880f73d577125403852288997f9e9	317	MobiDBLite	mobidb-lite	consensus disorder prediction	276	301	-	T	24-06-2023	-	-
JACQFO010000052.1_orf18807	85f880f73d577125403852288997f9e9	317	MobiDBLite	mobidb-lite	consensus disorder prediction	226	317	-	T	24-06-2023	-	-
JACQFO010000052.1_orf18807	85f880f73d577125403852288997f9e9	317	MobiDBLite	mobidb-lite	consensus disorder prediction	138	159	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	279	294	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	1	59	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	253	270	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	98	148	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	308	330	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	158	202	-	T	24-06-2023	-	-
JACQFO010000055.1_orf17879	eb51a14c6d946f86b78bcf11f929e73f	338	MobiDBLite	mobidb-lite	consensus disorder prediction	84	338	-	T	24-06-2023	-	-
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Pfam	PF08068	DKCLD (NUC011) domain	16	61	2.1E-13	T	24-06-2023	IPR012960	Dyskerin-like
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	TIGRFAM	TIGR00425	CBF5: putative rRNA pseudouridine synthase	16	332	9.1E-110	T	24-06-2023	IPR004802	tRNA pseudouridine synthase B family
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Pfam	PF16198	tRNA pseudouridylate synthase B C-terminal domain	179	244	6.0E-19	T	24-06-2023	IPR032819	tRNA pseudouridylate synthase B, C-terminal
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	ProSiteProfiles	PS50890	PUA domain profile.	247	322	14.985896	T	24-06-2023	-	-
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Hamap	MF_01081	Probable tRNA pseudouridine synthase B [truB].	38	322	42.358929	T	24-06-2023	IPR026326	Probable tRNA pseudouridine synthase B, archaeal
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	SMART	SM00359	pua_5	248	322	4.9E-14	T	24-06-2023	IPR002478	PUA domain
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Pfam	PF01472	PUA domain	248	321	7.4E-16	T	24-06-2023	IPR002478	PUA domain
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	PANTHER	PTHR23127	CENTROMERE/MICROTUBULE BINDING PROTEIN CBF5	19	339	2.8E-101	T	24-06-2023	IPR004802	tRNA pseudouridine synthase B family
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Gene3D	G3DSA:3.30.2350.10	Pseudouridine synthase	37	239	1.5E-102	T	24-06-2023	-	-
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Gene3D	G3DSA:2.30.130.10	PUA domain	16	331	1.5E-102	T	24-06-2023	IPR036974	PUA domain superfamily
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	SMART	SM01136	DKCLD_2	8	61	4.1E-19	T	24-06-2023	IPR012960	Dyskerin-like
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	CDD	cd21148	PUA_Cbf5	248	320	4.40821E-26	T	24-06-2023	-	-
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	Pfam	PF01509	TruB family pseudouridylate synthase (N terminal domain)	65	178	5.9E-19	T	24-06-2023	IPR002501	Pseudouridine synthase II, N-terminal
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	SUPERFAMILY	SSF55120	Pseudouridine synthase	18	243	2.71E-64	T	24-06-2023	IPR020103	Pseudouridine synthase, catalytic domain superfamily
JACQFO010000061.1_orf19805	1ea0e52d3a68b91e9eccc370909ea900	341	SUPERFAMILY	SSF88697	PUA domain-like	248	329	1.55E-18	T	24-06-2023	IPR015947	PUA-like superfamily
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	124	329	1.6E-39	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	106	317	21.208849	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	PANTHER	PTHR43163	DIPEPTIDE TRANSPORT SYSTEM PERMEASE PROTEIN DPPB-RELATED	13	330	7.9E-95	T	24-06-2023	-	-
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	CDD	cd06261	TM_PBP2	106	312	2.35631E-13	T	24-06-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	SUPERFAMILY	SSF161098	MetI-like	102	312	1.44E-18	T	24-06-2023	IPR035906	MetI-like superfamily
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	Gene3D	G3DSA:1.10.3720.10	-	97	322	4.2E-18	T	24-06-2023	IPR035906	MetI-like superfamily
JACQFO010000020.1_orf22646	4af816f1cd9232ade5aaf452eb8c3314	331	Pfam	PF19300	Binding-prot-dependent transport system membrane comp, N-term	13	88	1.0E-5	T	24-06-2023	IPR045621	ABC transporter type 1, GsiC-like, N-terminal domain
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	100	203	-	T	24-06-2023	-	-
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	1	331	-	T	24-06-2023	-	-
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	420	450	-	T	24-06-2023	-	-
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	211	226	-	T	24-06-2023	-	-
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	382	450	-	T	24-06-2023	-	-
JACQFO010000019.1_orf9498	f31dca039dacc6d9165fb72794b1c58d	483	MobiDBLite	mobidb-lite	consensus disorder prediction	44	85	-	T	24-06-2023	-	-
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	ProSitePatterns	PS00905	GTP1/OBG family signature.	93	106	-	T	24-06-2023	IPR006074	GTP1/OBG, conserved site
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Pfam	PF01926	50S ribosome-binding GTPase	18	132	2.1E-19	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Pfam	PF08438	GTPase of unknown function C-terminal	240	347	1.7E-28	T	24-06-2023	IPR013646	Obg-like GTPase YGR210-like, G4 motif-containing domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	17	335	9.73E-54	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Gene3D	G3DSA:3.40.50.300	-	18	338	1.4E-54	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Gene3D	G3DSA:3.10.20.30	-	339	417	5.8E-25	T	24-06-2023	IPR012675	Beta-grasp domain superfamily
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Gene3D	G3DSA:1.10.8.470	-	147	234	3.6E-12	T	24-06-2023	-	-
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	Pfam	PF02824	TGS domain	359	413	3.1E-7	T	24-06-2023	IPR004095	TGS
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	SUPERFAMILY	SSF81271	TGS-like	344	414	1.06E-13	T	24-06-2023	IPR012676	TGS-like
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	108	126	4.6E-27	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	91	106	4.6E-27	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	40	58	4.6E-27	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	PRINTS	PR00326	GTP1/OBG GTP-binding protein family signature	19	39	4.6E-27	T	24-06-2023	IPR006073	GTP binding domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	ProSiteProfiles	PS51710	OBG-type guanine nucleotide-binding (G) domain profile.	17	287	25.509558	T	24-06-2023	IPR031167	OBG-type guanine nucleotide-binding (G) domain
JACQFO010000118.1_orf6434	60700b68dc327d9b5b8d3090b0aa41cd	419	PANTHER	PTHR23305	OBG GTPASE FAMILY	15	393	1.1E-49	T	24-06-2023	-	-
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	PANTHER	PTHR47618	BIFUNCTIONAL OLIGORIBONUCLEASE AND PAP PHOSPHATASE NRNA	42	344	2.2E-33	T	24-06-2023	-	-
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	Gene3D	G3DSA:3.90.1640.10	-	38	230	2.0E-29	T	24-06-2023	-	-
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	MobiDBLite	mobidb-lite	consensus disorder prediction	1	25	-	T	24-06-2023	-	-
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	Pfam	PF01368	DHH family	44	187	2.8E-14	T	24-06-2023	IPR001667	DDH domain
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	Pfam	PF02272	DHHA1 domain	270	343	7.5E-10	T	24-06-2023	IPR003156	DHHA1 domain
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	Gene3D	G3DSA:3.10.310.30	-	257	351	6.4E-7	T	24-06-2023	-	-
JACQFO010000003.1_orf20084	27592f5b77d6169f85e74bfe3db3b946	357	SUPERFAMILY	SSF64182	DHH phosphoesterases	44	331	4.97E-35	T	24-06-2023	IPR038763	DHH phosphoesterase superfamily
JACQFO010000139.1_orf9405	4c24e7a9bd82a7ad53937574eec51fa0	225	MobiDBLite	mobidb-lite	consensus disorder prediction	1	193	-	T	24-06-2023	-	-
JACQFO010000139.1_orf9405	4c24e7a9bd82a7ad53937574eec51fa0	225	MobiDBLite	mobidb-lite	consensus disorder prediction	67	152	-	T	24-06-2023	-	-
JACQFO010000139.1_orf9405	4c24e7a9bd82a7ad53937574eec51fa0	225	MobiDBLite	mobidb-lite	consensus disorder prediction	164	178	-	T	24-06-2023	-	-
JACQFO010000139.1_orf9405	4c24e7a9bd82a7ad53937574eec51fa0	225	MobiDBLite	mobidb-lite	consensus disorder prediction	14	53	-	T	24-06-2023	-	-
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	Gene3D	G3DSA:3.90.650.10	-	113	228	3.2E-23	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	PANTHER	PTHR30270	THIAMINE-MONOPHOSPHATE KINASE	7	226	9.4E-44	T	24-06-2023	IPR006283	Thiamine-monophosphate kinase-like
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	SUPERFAMILY	SSF55326	PurM N-terminal domain-like	6	108	1.5E-22	T	24-06-2023	IPR036921	PurM-like, N-terminal domain superfamily
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	Coils	Coil	Coil	62	82	-	T	24-06-2023	-	-
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	CDD	cd02194	ThiL	4	228	2.90007E-70	T	24-06-2023	IPR006283	Thiamine-monophosphate kinase-like
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	Pfam	PF00586	AIR synthase related protein, N-terminal domain	10	107	8.1E-18	T	24-06-2023	IPR016188	PurM-like, N-terminal domain
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	SUPERFAMILY	SSF56042	PurM C-terminal domain-like	111	227	3.4E-17	T	24-06-2023	IPR036676	PurM-like, C-terminal domain superfamily
JACQFO010000068.1_orf22975	5a29141b25e1b670e55b621bb2b28c7b	228	Gene3D	G3DSA:3.30.1330.10	-	2	112	3.2E-28	T	24-06-2023	IPR036921	PurM-like, N-terminal domain superfamily
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	1	31	-	T	24-06-2023	-	-
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	1	19	-	T	24-06-2023	-	-
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	50	154	-	T	24-06-2023	-	-
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	101	118	-	T	24-06-2023	-	-
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	127	154	-	T	24-06-2023	-	-
JACQFO010000027.1_orf12514	0be3711a4bf85c7e9ddb69bec51ccfb0	154	MobiDBLite	mobidb-lite	consensus disorder prediction	56	73	-	T	24-06-2023	-	-
JACQFO010000007.1_orf3150	582c7456937a4fbe4c9dac757db90942	575	MobiDBLite	mobidb-lite	consensus disorder prediction	512	551	-	T	24-06-2023	-	-
JACQFO010000018.1_orf9279	3c8870560a43487854cc58ac07310b68	176	MobiDBLite	mobidb-lite	consensus disorder prediction	135	149	-	T	24-06-2023	-	-
JACQFO010000018.1_orf9279	3c8870560a43487854cc58ac07310b68	176	MobiDBLite	mobidb-lite	consensus disorder prediction	100	115	-	T	24-06-2023	-	-
JACQFO010000018.1_orf9279	3c8870560a43487854cc58ac07310b68	176	MobiDBLite	mobidb-lite	consensus disorder prediction	52	76	-	T	24-06-2023	-	-
JACQFO010000018.1_orf9279	3c8870560a43487854cc58ac07310b68	176	MobiDBLite	mobidb-lite	consensus disorder prediction	1	152	-	T	24-06-2023	-	-
JACQFO010000018.1_orf9279	3c8870560a43487854cc58ac07310b68	176	MobiDBLite	mobidb-lite	consensus disorder prediction	9	32	-	T	24-06-2023	-	-
JACQFO010000032.1_orf13262	fabd4dd28248c9e540344e825913fb8d	217	MobiDBLite	mobidb-lite	consensus disorder prediction	164	178	-	T	24-06-2023	-	-
JACQFO010000032.1_orf13262	fabd4dd28248c9e540344e825913fb8d	217	MobiDBLite	mobidb-lite	consensus disorder prediction	1	91	-	T	24-06-2023	-	-
JACQFO010000032.1_orf13262	fabd4dd28248c9e540344e825913fb8d	217	MobiDBLite	mobidb-lite	consensus disorder prediction	27	42	-	T	24-06-2023	-	-
JACQFO010000032.1_orf13262	fabd4dd28248c9e540344e825913fb8d	217	MobiDBLite	mobidb-lite	consensus disorder prediction	111	183	-	T	24-06-2023	-	-
JACQFO010000054.1_orf18353	0119f6f1e3990c73015bca2025a14913	307	MobiDBLite	mobidb-lite	consensus disorder prediction	268	307	-	T	24-06-2023	-	-
JACQFO010000054.1_orf18353	0119f6f1e3990c73015bca2025a14913	307	MobiDBLite	mobidb-lite	consensus disorder prediction	61	81	-	T	24-06-2023	-	-
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	Pfam	PF08264	Anticodon-binding domain of tRNA ligase	369	520	2.2E-19	T	24-06-2023	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	1	308	2.7E-68	T	24-06-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	PRINTS	PR00984	Isoleucyl-tRNA synthetase signature	235	244	2.8E-5	T	24-06-2023	IPR002301	Isoleucine-tRNA ligase
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	PRINTS	PR00984	Isoleucyl-tRNA synthetase signature	73	88	2.8E-5	T	24-06-2023	IPR002301	Isoleucine-tRNA ligase
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	PRINTS	PR00984	Isoleucyl-tRNA synthetase signature	200	213	2.8E-5	T	24-06-2023	IPR002301	Isoleucine-tRNA ligase
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	SUPERFAMILY	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	346	558	4.86E-26	T	24-06-2023	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	SUPERFAMILY	SSF50677	ValRS/IleRS/LeuRS editing domain	1	75	6.28E-16	T	24-06-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	Pfam	PF19302	Domain of unknown function (DUF5915)	542	678	1.5E-8	T	24-06-2023	-	-
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	Gene3D	G3DSA:1.10.730.10	-	326	512	5.9E-23	T	24-06-2023	-	-
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	Gene3D	G3DSA:3.40.50.620	HUPs	47	317	1.5E-66	T	24-06-2023	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	PANTHER	PTHR42780	SOLEUCYL-TRNA SYNTHETASE	1	693	6.7E-111	T	24-06-2023	IPR023586	Isoleucine-tRNA ligase, type 2
JACQFO010000126.1_orf8773	8c9beadf5ed6ae212712c62878282431	738	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	72	324	5.63E-57	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	309	330	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	36	50	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	215	229	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	1	140	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	167	196	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	81	96	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	230	245	-	T	24-06-2023	-	-
JACQFO010000107.1_orf4158	7eadff591c1a8e9a7d8c33c501e22b9d	371	MobiDBLite	mobidb-lite	consensus disorder prediction	156	371	-	T	24-06-2023	-	-
JACQFO010000105.1_orf4025	dd1ff0cd8b277e818c731fd02b60e121	170	MobiDBLite	mobidb-lite	consensus disorder prediction	73	92	-	T	24-06-2023	-	-
JACQFO010000131.1_orf8217	9876aad28ca7844cd80eb9f7e54e6a88	388	Gene3D	G3DSA:3.20.20.70	Aldolase class I	123	388	5.7E-67	T	24-06-2023	IPR013785	Aldolase-type TIM barrel
JACQFO010000131.1_orf8217	9876aad28ca7844cd80eb9f7e54e6a88	388	SUPERFAMILY	SSF51412	Inosine monophosphate dehydrogenase (IMPDH)	29	384	2.09E-79	T	24-06-2023	-	-
JACQFO010000131.1_orf8217	9876aad28ca7844cd80eb9f7e54e6a88	388	CDD	cd00381	IMPDH	37	371	1.36233E-106	T	24-06-2023	IPR001093	IMP dehydrogenase/GMP reductase
JACQFO010000131.1_orf8217	9876aad28ca7844cd80eb9f7e54e6a88	388	SMART	SM01240	IMPDH_2	35	382	1.2E-110	T	24-06-2023	-	-
JACQFO010000131.1_orf8217	9876aad28ca7844cd80eb9f7e54e6a88	388	PANTHER	PTHR11911	INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED	122	378	8.7E-78	T	24-06-2023	IPR005990	Inosine-5'-monophosphate dehydrogenase
