KO	prodigal_RW1	prodigal_GIC31	prodigal_Rleg	prodigal_RW2	prodigal_DJ
K11813: CYP79B3; tryptophan N-monooxygenase	0	3	3	3	3
K01522: FHIT; bis(5'-adenosyl)-triphosphatase	0	2	2	2	1
K09970: aapQ, bztB; general L-amino acid transport system permease protein	0	1	1	1	1
K10616: cymAa; p-cymene methyl-monooxygenase	0	2	2	2	2
K12406: PKLR; pyruvate kinase isozymes R/L	0	4	4	4	4
K09484: QUIB, qa-3; quinate dehydrogenase	0	2	2	2	2
K07405: E3.2.1.1A; alpha-amylase	0	2	0	2	0
K04561: norB; nitric oxide reductase subunit B	0	1	1	1	1
K10718: JHAMT; juvenile hormone-III synthase	0	2	2	2	2
K14260: alaA; alanine-synthesizing transaminase	0	3	3	3	3
K06023: hprK, ptsK; HPr kinase/phosphorylase	0	4	4	4	0
K09470: puuA; gamma-glutamylputrescine synthase	0	1	1	1	1
K00436: hoxH; NAD-reducing hydrogenase large subunit	0	4	10	6	8
K14159: rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon	0	4	4	4	4
K01425: glsA, GLS; glutaminase	0	4	4	4	4
K00687: pbp2B, penA; penicillin-binding protein 2B	0	1	1	1	1
K00374: narI, narV; nitrate reductase gamma subunit	0	1	0	1	0
K01900: LSC2; succinyl-CoA synthetase beta subunit	0	4	4	4	4
K14067: mtkA; malate-CoA ligase subunit beta	0	1	1	1	1
K12505: PDSS2; decaprenyl-diphosphate synthase subunit 2	0	3	3	3	3
K00934: E2.7.3.3; arginine kinase	0	1	0	1	0
K04366: RAF1; RAF proto-oncogene serine/threonine-protein kinase	0	3	3	3	3
K03022: RPC8, POLR3H; DNA-directed RNA polymerase III subunit RPC8	0	2	2	2	2
K08314: fsaB, talC; fructose-6-phosphate aldolase 2	0	1	1	1	1
K01181: E3.2.1.8, xynA; endo-1,4-beta-xylanase	0	1	2	1	2
K00853: araB; L-ribulokinase	0	1	1	1	1
K01620: ltaE; threonine aldolase	0	1	1	1	1
K08968: msrC; L-methionine (R)-S-oxide reductase	0	1	0	1	0
K05554: actVII; aromatase	0	8	8	8	8
K01239: iunH; purine nucleosidase	0	1	1	1	1
K02046: cysU; sulfate/thiosulfate transport system permease protein	0	1	1	1	1
K12504: PDSS1; decaprenyl-diphosphate synthase subunit 1	0	2	2	2	2
K01702: LEU1; 3-isopropylmalate dehydratase	0	1	1	1	1
K13181: DDX27, DRS1; ATP-dependent RNA helicase DDX27	0	1	1	1	1
K08313: fsaA, mipB; fructose-6-phosphate aldolase 1	0	1	1	1	1
K13514: LPGAT1; lysophosphatidylglycerol acyltransferase 1	0	2	2	2	2
K06607: iolS; myo-inositol catabolism protein IolS	0	5	5	5	5
K06126: COQ6; ubiquinone biosynthesis monooxygenase Coq6	0	4	4	4	4
K13524: ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase	0	3	3	3	3
K13043: argF; N-succinyl-L-ornithine transcarbamylase	0	5	5	5	5
K08965: mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase	0	2	2	2	0
K00933: E2.7.3.2; creatine kinase	0	1	0	1	0
K02999: RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1	0	4	4	4	4
K03006: RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1	0	4	4	4	4
"K03042: rpoA2; DNA-directed RNA polymerase subunit A\"""	0	4	4	4	4
K03018: RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1	0	6	6	6	6
K08296: sixA; phosphohistidine phosphatase	0	1	1	1	0
K12320: GUCY2C; heat-stable enterotoxin receptor	0	4	13	4	13
K12321: GUCY2D_E; guanylate cyclase 2D/E	0	5	13	5	13
K08310: nudB, ntpA; dihydroneopterin triphosphate diphosphatase	0	1	1	1	1
K00457: HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase	0	2	2	2	2
K08317: hcxA; hydroxycarboxylate dehydrogenase A	0	1	1	1	1
K03955: NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein	0	1	1	1	1
K11395: kdpgA; 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	0	2	2	2	2
K03784: deoD; purine-nucleoside phosphorylase	0	2	0	2	2
K01833: TRYS; trypanothione synthetase/amidase	0	2	0	2	0
K00492: tmuM; 1,3,7-trimethyluric acid 5-monooxygenase	0	2	2	2	2
K14465: K14465; succinate semialdehyde reductase (NADPH)	0	5	5	5	5
K03813: modD; molybdenum transport protein	0	1	1	1	1
K01641: E2.3.3.10; hydroxymethylglutaryl-CoA synthase	0	1	1	1	0
K11187: PRDX5; peroxiredoxin 5	0	2	4	2	0
K14171: AHP1; alkyl hydroperoxide reductase 1	0	2	2	2	0
K00517: CYP81F; indol-3-yl-methylglucosinolate hydroxylase	0	1	1	1	1
K14168: CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1	0	1	1	1	1
K13512: LPCAT4, AGPAT7; lysophospholipid acyltransferase	0	2	2	2	2
K01519: ITPA; inosine triphosphate pyrophosphatase	0	2	2	2	2
K00944: AK3; nucleoside-triphosphate--adenylate kinase	0	1	1	1	1
K01432: AFMID; arylformamidase	0	1	1	1	1
K12323: ANPRA, NPR1; atrial natriuretic peptide receptor A	0	5	13	5	13
K12324: ANPRB, NPR2; atrial natriuretic peptide receptor B	0	5	13	5	13
K00902: DOLK; dolichol kinase	0	1	1	1	1
K01057: PGLS, pgl, devB; 6-phosphogluconolactonase	0	1	3	1	3
K02372: fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	0	8	8	8	8
K00006: GPD1; glycerol-3-phosphate dehydrogenase (NAD+)	0	1	1	1	1
K03048: rpoE; DNA-directed RNA polymerase subunit delta	0	2	0	2	0
K09580: PDIA1, P4HB; protein disulfide-isomerase A1	0	1	1	1	1
K11070: potC; spermidine/putrescine transport system permease protein	0	1	1	1	1
K01750: E4.3.1.12, ocd; ornithine cyclodeaminase	0	1	1	1	0
K11071: potB; spermidine/putrescine transport system permease protein	0	1	1	1	1
K00254: DHODH, pyrD; dihydroorotate dehydrogenase	0	1	1	1	1
K10189: lacF, araP; lactose/L-arabinose transport system permease protein	0	1	1	1	1
K00446: dmpB, xylE; catechol 2,3-dioxygenase	0	1	1	1	1
K03768: PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B)	0	1	0	1	0
K09818: ABC.MN.S; manganese/iron transport system substrate-binding protein	0	2	2	2	2
K10568: NEIL2; endonuclease VIII-like 2	0	4	4	4	4
K03816: xpt; xanthine phosphoribosyltransferase	0	1	1	1	1
K05830: lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase	0	4	4	4	4
K08320: nudG; (d)CTP diphosphatase	0	1	1	1	1
K01492: purNH; phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase	0	1	1	1	1
K01001: ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	0	7	7	7	7
K11216: lsrK; autoinducer-2 kinase	0	1	1	1	1
K08257: E3.2.1.101; mannan endo-1,6-alpha-mannosidase	0	1	1	1	1
K01089: hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	0	6	6	6	6
K00802: SMS; spermine synthase	0	3	0	3	3
K00283: gcvPB; glycine dehydrogenase subunit 2	0	1	1	1	1
K00281: GLDC, gcvP; glycine dehydrogenase	0	1	2	1	2
K07173: luxS; S-ribosylhomocysteine lyase	0	2	0	2	0
K00577: mtrA; tetrahydromethanopterin S-methyltransferase subunit A	0	6	0	0	0
K00584: mtrH; tetrahydromethanopterin S-methyltransferase subunit H	0	8	0	0	0
K01914: asnA; aspartate--ammonia ligase	0	2	0	2	0
K09846: crtF; demethylspheroidene O-methyltransferase	0	2	2	2	0
K12255: gbuA; guanidinobutyrase	0	1	1	1	0
K13800: CMPK1, UMPK; UMP-CMP kinase	0	3	3	3	3
K14165: K14165; atypical dual specificity phosphatase	0	2	2	2	2
K00270: pdh; phenylalanine dehydrogenase	0	3	0	3	3
K01051: E3.1.1.11; pectinesterase	0	4	4	4	4
K00558: DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	0	2	2	2	2
K00582: mtrF; tetrahydromethanopterin S-methyltransferase subunit F	0	3	0	0	0
K00392: sir; sulfite reductase (ferredoxin)	0	1	8	1	8
K00892: gsk; inosine kinase	0	1	1	1	1
K04766: acuA; acetoin utilization protein AcuA	0	2	2	2	2
K01219: E3.2.1.81; beta-agarase	0	1	1	1	0
K00893: DCK; deoxycitidine kinase	0	2	0	2	0
K11915: stp1, pppA; serine/threonine protein phosphatase Stp1	0	2	0	2	2
K03954: NDUFA10; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	0	1	0	1	0
K12319: GUCY1B; guanylate cyclase soluble subunit beta	0	2	12	2	12
K12318: GUCY1A; guanylate cyclase soluble subunit alpha	0	2	11	2	11
K00499: CMO; choline monooxygenase	0	1	1	1	1
K08967: mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	0	2	0	2	2
K02294: crtR; beta-carotene hydroxylase	0	2	2	2	2
K02077: ABC.ZM.S; zinc/manganese transport system substrate-binding protein	0	1	1	1	1
K00296: nos; D-nopaline dehydrogenase	0	1	1	1	1
K01206: FUCA; alpha-L-fucosidase	0	1	1	1	0
K12298: CEL; bile salt-stimulated lipase	0	1	1	0	0
K01610: E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	0	2	2	2	2
K13679: WAXY; granule-bound starch synthase	0	1	1	1	1
K09584: PDIA6, TXNDC7; protein disulfide-isomerase A6	0	1	1	1	1
K01839: deoB; phosphopentomutase	0	2	2	2	2
K04480: mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase	0	1	1	1	1
K14081: mtaC; methanol corrinoid protein	0	1	1	1	1
K12234: cofE; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase	0	1	1	1	1
K10808: RRM2; ribonucleoside-diphosphate reductase subunit M2	0	2	2	2	2
K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	0	2	2	2	4
K00827: AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase	0	2	2	2	2
K03821: phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	0	2	2	2	2
K03515: REV1; DNA repair protein REV1	0	1	1	1	1
K00899: mtnK; 5-methylthioribose kinase	0	1	0	1	1
K02083: allC; allantoate deiminase	0	1	1	1	0
K03818: wcaF; putative colanic acid biosynthesis acetyltransferase WcaF	0	2	0	2	2
K10621: cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase	0	1	1	1	1
K10804: tesA; acyl-CoA thioesterase I	0	2	2	2	2
K03648: UNG, UDG; uracil-DNA glycosylase	0	1	2	1	1
K10800: SMUG1; single-strand selective monofunctional uracil DNA glycosylase	0	1	1	1	1
K03424: tatD; TatD DNase family protein	0	1	1	1	1
K05597: aspQ, ansB, ansA; glutamin-(asparagin-)ase	0	6	0	6	6
K09808: lolC_E; lipoprotein-releasing system permease protein	0	1	1	1	1
K00733: B4GALT7; xylosylprotein 4-beta-galactosyltransferase	0	1	1	1	1
K01728: pel; pectate lyase	0	2	2	2	2
K08718: PDE6A; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	0	1	5	1	5
K13757: PDE6C; cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'	0	1	6	1	5
K13756: PDE6B; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta	0	1	6	1	5
K13763: PDE6N; cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate	0	1	5	1	5
K13298: PDE11; dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11	0	1	6	1	5
K13762: PDE5; cGMP-specific 3',5'-cyclic phosphodiesterase	0	1	5	1	5
K00093: mdh; methanol dehydrogenase	0	1	1	1	1
K11693: femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine)	0	1	0	1	0
K03055: rpoK; DNA-directed RNA polymerase subunit K	0	2	2	2	2
K03060: rpoZ; DNA-directed RNA polymerase subunit omega	0	2	2	2	2
K01237: E3.2.1.147; myrosinase	0	2	2	2	0
K03981: dsbC; thiol:disulfide interchange protein DsbC	0	1	1	1	1
K03343: puo; putrescine oxidase	0	1	1	1	0
K10807: RRM1; ribonucleoside-diphosphate reductase subunit M1	0	2	2	2	2
K14286: AGXT2L1, ETNPPL; ethanolamine-phosphate phospho-lyase	0	3	3	3	3
K00822: E2.6.1.18; beta-alanine--pyruvate transaminase	0	2	2	2	2
K08851: TP53RK, PRPK, BUD32; TP53 regulating kinase and related kinases	0	3	3	3	3
K02615: paaJ; 3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase	0	2	2	2	2
K05361: GPX4; phospholipid-hydroperoxide glutathione peroxidase	0	1	1	1	1
K00887: dgkA; undecaprenol kinase	0	1	1	1	1
K14535: TAF9; transcription initiation factor TFIID subunit 9	0	1	1	1	1
K15878: K15878, narB; rieske iron-sulfur protein	0	1	0	1	1
K01736: aroC; chorismate synthase	0	1	1	1	1
K13799: panC-cmk; pantoate ligase / CMP/dCMP kinase	0	2	2	2	2
K05887: ydiB; quinate/shikimate dehydrogenase	0	2	2	2	2
K06949: rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase	0	1	1	1	1
K07816: E2.7.6.5X; putative GTP pyrophosphokinase	0	1	1	1	1
K01244: MTN; 5'-methylthioadenosine nucleosidase	0	1	0	1	1
K01062: PLA2G7, PAFAH; platelet-activating factor acetylhydrolase	0	1	1	1	1
K03918: lat; L-lysine 6-transaminase	0	4	4	4	4
K06637: BUB1B, BUBR1, MAD3L; mitotic checkpoint serine/threonine-protein kinase BUB1 beta	0	3	0	3	3
K05873: cyaB; adenylate cyclase, class 2	0	1	1	1	1
K02004: ABC.CD.P; putative ABC transport system permease protein	0	1	1	1	1
K06941: rlmN; 23S rRNA (adenine2503-C2)-methyltransferase	0	2	2	2	2
K01478: arcA; arginine deiminase	0	1	1	1	0
K13240: NOS1; nitric-oxide synthase, brain	0	1	6	1	6
K01224: E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase	0	1	1	1	0
K00621: GNPNAT1, GNA1; glucosamine-phosphate N-acetyltransferase	0	1	1	1	1
K01241: amn; AMP nucleosidase	0	1	1	1	1
K02055: ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein	0	1	1	1	1
K00124: fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	0	0	16	12	20
K00106: XDH; xanthine dehydrogenase/oxidase	0	0	4	0	4
K01677: E4.2.1.2AA, fumA; fumarate hydratase subunit alpha	0	0	3	0	3
K03519: coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit	0	0	2	0	2
K01625: eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	0	0	3	0	3
K14596: crtX; zeaxanthin glucosyltransferase	0	0	7	0	7
K01474: hyuB; N-methylhydantoinase B	0	0	2	0	2
K00203: fwdD, fmdD; formylmethanofuran dehydrogenase subunit D	0	0	10	6	6
K00201: fwdB, fmdB; formylmethanofuran dehydrogenase subunit B	0	0	12	12	12
K03518: coxS; aerobic carbon-monoxide dehydrogenase small subunit	0	0	2	0	2
K06282: hyaA, hybO; hydrogenase small subunit	0	0	2	0	2
K07559: kptA; putative RNA 2'-phosphotransferase	0	0	1	0	0
K13482: xdhB; xanthine dehydrogenase large subunit	0	0	6	0	6
K03936: NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3	0	0	1	0	1
K05549: benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha	0	0	2	0	2
K03381: catA; catechol 1,2-dioxygenase	0	0	2	0	2
K04098: chqB; hydroxyquinol 1,2-dioxygenase	0	0	2	0	2
K00205: fwdF, fmdF; 4Fe-4S ferredoxin	0	0	6	4	6
K00331: nuoB; NADH-quinone oxidoreductase subunit B	0	0	6	0	6
K13380: nuoBCD; NADH-quinone oxidoreductase subunit B/C/D	0	0	5	0	5
K05582: ndhK; NAD(P)H-quinone oxidoreductase subunit K	0	0	2	0	2
K00443: frhG; coenzyme F420 hydrogenase subunit gamma	0	0	18	10	18
K00697: otsA; trehalose 6-phosphate synthase	0	0	8	0	8
K03940: NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7	0	0	2	0	2
K03047: rpoD; DNA-directed RNA polymerase subunit D	0	0	2	2	2
K05884: comC; L-2-hydroxycarboxylate dehydrogenase (NAD+)	0	0	2	0	2
K05580: ndhI; NAD(P)H-quinone oxidoreductase subunit I	0	0	16	1	17
K00087: ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit	0	0	4	0	4
K03934: NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1	0	0	2	1	2
K00204: fwdH; 4Fe-4S ferredoxin	0	0	4	4	4
K13481: xdhA; xanthine dehydrogenase small subunit	0	0	6	0	6
K13602: bchR; bacteriochlorophyllide d C-12(1)-methyltransferase	0	0	2	0	2
K00441: frhB; coenzyme F420 hydrogenase subunit beta	0	0	18	6	18
K01429: ureB; urease subunit beta	0	0	6	0	6
K01430: ureA; urease subunit gamma	0	0	8	0	8
K14048: ureAB; urease subunit gamma/beta	0	0	6	0	6
K01574: adc; acetoacetate decarboxylase	0	0	1	0	0
K01685: uxaA; altronate hydrolase	0	0	1	0	1
K00211: TYR1; prephenate dehydrogenase (NADP+)	0	0	2	0	0
K01027: OXCT; 3-oxoacid CoA-transferase	0	0	4	0	4
K00547: mmuM, BHMT2; homocysteine S-methyltransferase	0	0	1	0	1
K01029: E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B	0	0	3	0	3
K02567: napA; nitrate reductase (cytochrome)	0	0	7	7	7
K01805: xylA; xylose isomerase	0	0	5	0	5
K02813: sorB; sorbose PTS system EIIB component	0	0	7	0	0
K11194: levD; fructose PTS system EIIA component	0	0	7	0	0
K06134: COQ7; 3-demethoxyubiquinol 3-hydroxylase	0	0	2	0	2
K05864: PPID, CYPD; peptidyl-prolyl isomerase D	0	0	3	0	1
K01800: maiA, GSTZ1; maleylacetoacetate isomerase	0	0	4	0	4
K03941: NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8	0	0	12	0	12
K00332: nuoC; NADH-quinone oxidoreductase subunit C	0	0	8	0	8
K02517: lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase	0	0	4	0	4
K02591: nifK; nitrogenase molybdenum-iron protein beta chain	0	0	1	0	1
K02586: nifD; nitrogenase molybdenum-iron protein alpha chain	0	0	1	0	2
K01580: E4.1.1.15, gadB, gadA, GAD; glutamate decarboxylase	0	0	2	0	2
K00370: narG, narZ, nxrA; nitrate reductase / nitrite oxidoreductase, alpha subunit	0	0	3	3	3
K00171: porD; pyruvate ferredoxin oxidoreductase delta subunit	0	0	135	60	135
K00172: porC, porG; pyruvate ferredoxin oxidoreductase gamma subunit	0	0	18	6	18
K03937: NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4	0	0	1	0	0
K05588: hoxU; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	5	1	5
K01218: gmuG; mannan endo-1,4-beta-mannosidase	0	0	2	0	0
K01676: E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	0	0	6	0	6
K01678: E4.2.1.2AB, fumB; fumarate hydratase subunit beta	0	0	6	0	6
K01213: E3.2.1.67; galacturan 1,4-alpha-galacturonidase	0	0	4	0	0
K08689: bphAa, bphA1, bphA; biphenyl 2,3-dioxygenase subunit alpha	0	0	1	0	1
K11260: fwdG; 4Fe-4S ferredoxin	0	0	4	2	4
K01184: E3.2.1.15; polygalacturonase	0	0	4	0	0
K09252: FAEB; feruloyl esterase	0	0	1	0	1
K01730: ogl; oligogalacturonide lyase	0	0	2	0	2
K07127: uraH, pucM, hiuH; 5-hydroxyisourate hydrolase	0	0	4	0	4
K04382: PPP2C; serine/threonine-protein phosphatase 2A catalytic subunit	0	0	4	0	4
K00957: cysD; sulfate adenylyltransferase subunit 2	0	0	9	0	9
K11943: nidA; PAH dioxygenase large subunit	0	0	2	0	2
K00170: porB; pyruvate ferredoxin oxidoreductase beta subunit	0	0	15	15	15
K05933: E1.14.17.4; aminocyclopropanecarboxylate oxidase	0	0	2	0	0
K11066: E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase	0	0	2	0	2
K13378: nuoCD; NADH-quinone oxidoreductase subunit C/D	0	0	6	0	6
K08348: fdnG; formate dehydrogenase-N, alpha subunit	0	0	1	1	1
K01777: prdF; proline racemase	0	0	1	0	0
K01195: uidA, GUSB; beta-glucuronidase	0	0	3	0	0
K03520: coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit	0	0	1	0	1
K01847: MUT; methylmalonyl-CoA mutase	0	0	10	0	10
K00125: fdhB; formate dehydrogenase (coenzyme F420) beta subunit	0	0	6	0	6
K14501: BSU1; serine/threonine-protein phosphatase BSU1	0	0	6	0	0
K11533: fas; fatty acid synthase, bacteria type	0	0	2	0	2
K03942: NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1	0	0	6	0	6
K11181: dsrB; dissimilatory sulfite reductase beta subunit	0	0	2	0	2
K11180: dsrA; dissimilatory sulfite reductase alpha subunit	0	0	1	0	1
K14534: abfD; 4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase	0	0	5	0	0
K00532: E1.12.7.2; ferredoxin hydrogenase	0	0	10	2	10
K00157: AOX; aldehyde oxidase	0	0	3	0	3
K05581: ndhJ; NAD(P)H-quinone oxidoreductase subunit J	0	0	2	0	2
K01028: E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A	0	0	2	0	3
K05586: hoxE; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	3	0	3
K00449: pcaH; protocatechuate 3,4-dioxygenase, beta subunit	0	0	1	0	1
K00448: pcaG; protocatechuate 3,4-dioxygenase, alpha subunit	0	0	2	0	2
K01473: hyuA; N-methylhydantoinase A	0	0	6	0	6
K05831: lysK, argE; [amino group carrier protein]-lysine/ornithine hydrolase	0	0	3	0	3
K13601: bchQ; bacteriochlorophyllide d C-8(2)-methyltransferase	0	0	2	2	2
K02339: holC; DNA polymerase III subunit chi	0	0	2	0	2
K13676: GXYLT; UDP-D-xylose:beta-D-glucoside alpha-1,3-D-xylosyltransferase	0	0	1	0	0
K13484: TTHL; 5-hydroxyisourate hydrolase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0	4	0	4
K01721: nthA; nitrile hydratase subunit alpha	0	0	3	0	0
K01470: E3.5.2.10; creatinine amidohydrolase	0	0	1	0	0
K01517: ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	0	0	1	0	0
K01494: dcd; dCTP deaminase	0	0	1	0	1
K13648: GAUT; alpha-1,4-galacturonosyltransferase	0	0	2	0	0
K00371: narH, narY, nxrB; nitrate reductase / nitrite oxidoreductase, beta subunit	0	0	1	4	4
K01191: MAN2C1; alpha-mannosidase	0	0	2	2	0
K13241: NOS2; nitric-oxide synthase, inducible	0	0	5	0	5
K13242: NOS3; nitric-oxide synthase, endothelial	0	0	5	0	5
K11942: icmF; isobutyryl-CoA mutase	0	0	6	0	4
K12308: bgaB, lacA; beta-galactosidase	0	0	3	3	0
K01228: MOGS; mannosyl-oligosaccharide glucosidase	0	0	2	0	0
K06968: rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase	0	0	2	0	2
K04348: PPP3C, CNA; serine/threonine-protein phosphatase 2B catalytic subunit	0	0	4	0	0
K04101: ligB; protocatechuate 4,5-dioxygenase, beta chain	0	0	8	0	8
K14028: mdh1, mxaF; methanol dehydrogenase (cytochrome c) subunit 1	0	0	6	0	2
K01520: dut, DUT; dUTP pyrophosphatase	0	0	1	0	1
K11868: CYP71A13; indoleacetaldoxime dehydratase	0	0	1	0	1
K11177: yagR; xanthine dehydrogenase YagR molybdenum-binding subunit	0	0	6	0	6
K11987: PTGS2, COX2; prostaglandin-endoperoxide synthase 2	0	0	1	0	0
K00509: PTGS1, COX1; prostaglandin-endoperoxide synthase 1	0	0	1	0	0
K00533: E1.12.7.2L; ferredoxin hydrogenase large subunit	0	0	8	4	8
K00276: AOC3, AOC2, tynA; primary-amine oxidase	0	0	3	0	0
K00702: E2.4.1.20; cellobiose phosphorylase	0	0	3	0	0
K00220: tyrC; cyclohexadieny/prephenate dehydrogenase	0	0	3	0	3
K14521: NAT10, KRE33; N-acetyltransferase 10	0	0	3	0	0
K01437: ASPA, aspA; aspartoacylase	0	0	2	0	0
K00728: POMT, pmt; dolichyl-phosphate-mannose-protein mannosyltransferase	0	0	1	0	0
K05358: quiA; quinate dehydrogenase (quinone)	0	0	2	0	2
K02852: wecG, rffM; UDP-N-acetyl-D-mannosaminouronate:lipid I N-acetyl-D-mannosaminouronosyltransferase	0	0	6	0	0
K05587: hoxF; bidirectional [NiFe] hydrogenase diaphorase subunit	0	0	4	0	4
K03649: mug; double-stranded uracil-DNA glycosylase	0	0	1	0	0
K06209: pheB; chorismate mutase	0	0	1	0	1
K03392: ACMSD; aminocarboxymuconate-semialdehyde decarboxylase	0	0	2	0	2
K03269: lpxH; UDP-2,3-diacylglucosamine hydrolase	0	0	1	0	1
K00186: vorA; 2-oxoisovalerate ferredoxin oxidoreductase alpha subunit	0	0	1	1	1
K00544: BHMT; betaine-homocysteine S-methyltransferase	0	0	3	0	3
K01192: E3.2.1.25, MANBA, manB; beta-mannosidase	0	0	1	0	0
K12658: lhpA; 4-hydroxyproline epimerase	0	0	1	0	0
K09587: CYP90B1, DWF4; steroid 22-alpha-hydroxylase	0	0	2	0	0
K14579: nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha	0	0	1	0	1
K05989: ramA; alpha-L-rhamnosidase	0	0	1	0	0
K03943: NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2	0	0	4	0	4
K00365: uaZ; urate oxidase	0	0	1	0	1
K01458: hutG; N-formylglutamate deformylase	0	0	2	0	2
K01807: rpiA; ribose 5-phosphate isomerase A	0	0	4	0	4
K01230: MAN1A_C, MNS1_2; mannosyl-oligosaccharide alpha-1,2-mannosidase	0	0	2	0	2
K06441: E1.12.7.2G; ferredoxin hydrogenase gamma subunit	0	0	2	0	2
K08349: fdnH; formate dehydrogenase-N, beta subunit	0	0	1	3	3
K00192: cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha	0	0	2	2	6
K02560: lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase	0	0	2	0	2
K10775: PAL; phenylalanine ammonia-lyase	0	0	1	0	1
K11352: NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12	0	0	1	0	0
K11817: AAO1_2; indole-3-acetaldehyde oxidase	0	0	1	0	0
K00451: HGD, hmgA; homogentisate 1,2-dioxygenase	0	0	2	0	2
K13485: PRHOXNB, URAD; 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0	1	0	1
K01040: gctB; glutaconate CoA-transferase, subunit B	0	0	1	0	1
K11818: CYP83B1; aromatic aldoxime N-monooxygenase	0	0	1	0	0
K11178: yagS; xanthine dehydrogenase YagS FAD-binding subunit	0	0	4	0	4
K09001: anmK; anhydro-N-acetylmuramic acid kinase	0	0	1	0	1
