KO	prodigal_RW1	prodigal_GIC31	prodigal_Rleg	prodigal_RW2	prodigal_DJ
K08071: NQO2; ribosyldihydronicotinamide dehydrogenase (quinone)	0	1	1	1	1
K03002: RPA2, POLR1B; DNA-directed RNA polymerase I subunit RPA2	0	8	8	8	8
K03010: RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2	0	16	16	16	16
K03044: rpoB1; DNA-directed RNA polymerase subunit B'	0	8	8	8	8
K13798: rpoB; DNA-directed RNA polymerase subunit B	0	8	8	8	8
"K03045: rpoB2; DNA-directed RNA polymerase subunit B\"""	0	8	8	8	8
K03043: rpoB; DNA-directed RNA polymerase subunit beta	0	18	18	18	18
K13797: rpoBC; DNA-directed RNA polymerase subunit beta-beta'	0	18	18	18	18
K14520: hapE; 4-hydroxyacetophenone monooxygenase	0	2	2	2	2
K10215: ethA; monooxygenase	0	2	2	2	2
K13355: NUDT19; nucleoside diphosphate-linked moiety X motif 19, mitochondrial	0	1	1	1	1
K01220: E3.2.1.85, lacG; 6-phospho-beta-galactosidase	0	1	1	1	0
K13247: CRYL1; L-gulonate 3-dehydrogenase	0	1	1	1	1
K00552: GNMT; glycine N-methyltransferase	0	1	1	1	1
K11436: PRMT3; type I protein arginine methyltransferase	0	1	1	1	1
K04369: MAP2K2, MEK2; mitogen-activated protein kinase kinase 2	0	77	77	77	77
K07166: K07166; ACT domain-containing protein	0	1	2	1	2
K02203: thrH; phosphoserine / homoserine phosphotransferase	0	2	4	2	4
K00007: dalD; D-arabinitol 4-dehydrogenase	0	2	2	2	2
K08858: SBK; serine/threonine-protein kinase SBK	0	1	1	1	1
K05879: dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL	0	1	1	1	1
K07260: vanY; zinc D-Ala-D-Ala carboxypeptidase	0	12	6	12	6
K12945: nudK; GDP-mannose pyrophosphatase NudK	0	1	1	1	1
K13179: DDX18, HAS1; ATP-dependent RNA helicase DDX18/HAS1	0	2	2	2	2
K03660: OGG1; N-glycosylase/DNA lyase	0	4	4	4	4
K00094: E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase	0	1	1	1	1
K10353: E2.7.1.76, dak; deoxyadenosine kinase	0	2	0	2	0
K10984: agaB; galactosamine PTS system EIIB component	0	3	3	3	3
K13767: fadB; enoyl-CoA hydratase	0	6	6	6	6
K10714: mtdB; methylene-tetrahydromethanopterin dehydrogenase	0	1	0	1	0
K09880: mtnC, ENOPH1; enolase-phosphatase E1	0	1	1	1	1
K09011: cimA; (R)-citramalate synthase	0	2	2	2	2
K02038: pstA; phosphate transport system permease protein	0	2	2	2	2
K05342: treP; alpha,alpha-trehalose phosphorylase	0	1	0	1	0
K00560: thyA, TYMS; thymidylate synthase	0	6	6	6	6
K08814: TRIB1_2; tribbles homolog 1/2	0	1	1	1	1
K00831: serC, PSAT1; phosphoserine aminotransferase	0	5	5	5	5
K01084: G6PC; glucose-6-phosphatase	0	11	11	11	11
K00428: E1.11.1.5; cytochrome c peroxidase	0	1	1	1	1
K05607: AUH; methylglutaconyl-CoA hydratase	0	1	1	1	1
K03928: yvaK; carboxylesterase	0	2	2	2	2
K08803: DAPK; death-associated protein kinase	0	24	24	24	24
K00078: DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP)	0	2	2	2	2
K13747: nspC; carboxynorspermidine decarboxylase	0	1	1	1	1
K06931: K06931; uncharacterized protein	0	4	4	4	4
K08077: NUDT14; UDP-sugar diphosphatase	0	6	6	6	4
K05362: murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase	0	2	2	2	2
K03334: IL4I1; L-amino-acid oxidase	0	8	8	8	0
K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	0	3	3	3	3
K12944: nudI; nucleoside triphosphatase	0	2	2	2	2
K08311: nudH; putative (di)nucleoside polyphosphate hydrolase	0	4	4	4	4
K13498: trpCF; indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase	0	2	2	2	2
K01857: pcaB; 3-carboxy-cis,cis-muconate cycloisomerase	0	2	2	2	2
K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0	3	3	3	3
K01635: lacD; tagatose 1,6-diphosphate aldolase	0	2	2	2	0
K01693: hisB; imidazoleglycerol-phosphate dehydratase	0	2	2	2	2
K00655: plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	0	3	3	3	3
K13302: SGK1; serum/glucocorticoid-regulated kinase 1	0	15	15	15	15
K13304: SGK3; serum/glucocorticoid-regulated kinase 3	0	9	9	9	9
K13303: SGK2; serum/glucocorticoid-regulated kinase 2	0	9	9	9	9
K12820: DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	0	12	12	12	12
K00757: udp, UPP; uridine phosphorylase	0	2	2	2	2
K01049: ACHE; acetylcholinesterase	0	3	3	3	0
K07767: KATNA1; katanin p60 ATPase-containing subunit A1	0	2	2	2	2
K00045: E1.1.1.67, mtlK; mannitol 2-dehydrogenase	0	1	1	1	1
K01627: kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	0	2	2	2	2
K01069: gloB, gloC, HAGH; hydroxyacylglutathione hydrolase	0	2	2	2	2
K03216: trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase	0	1	1	1	1
K03041: rpoA1; DNA-directed RNA polymerase subunit A'	0	6	6	6	6
K03475: ulaA, sgaT; ascorbate PTS system EIIC component	0	3	0	6	0
K00108: betA, CHDH; choline dehydrogenase	0	1	1	1	1
K07823: pcaF; 3-oxoadipyl-CoA thiolase	0	1	1	1	1
K10222: bphD; 2,6-dioxo-6-phenylhexa-3-enoate hydrolase	0	1	1	1	1
K00163: aceE; pyruvate dehydrogenase E1 component	0	6	6	6	6
K01590: hdc, HDC; histidine decarboxylase	0	1	1	1	0
K02588: nifH; nitrogenase iron protein NifH	0	4	4	4	4
K13254: SPAST; spastin	0	2	2	2	2
K08287: E2.7.12.1; dual-specificity kinase	0	1	1	1	1
K08842: TESK2; testis-specific kinase 2	0	1	1	1	1
K02594: nifV; homocitrate synthase NifV	0	1	1	1	1
K03652: MPG; DNA-3-methyladenine glycosylase	0	2	2	2	0
K04432: MAP2K3, MKK3; mitogen-activated protein kinase kinase 3	0	23	23	23	23
K00942: E2.7.4.8, gmk; guanylate kinase	0	1	1	1	1
K08796: BRSK; BR serine/threonine kinase	0	3	3	3	3
K11991: tadA; tRNA(adenine34) deaminase	0	1	1	1	1
K08723: yjjG; 5'-nucleotidase	0	3	0	3	3
K03578: hrpA; ATP-dependent helicase HrpA	0	4	4	4	4
K12256: spuC; putrescine---pyruvate transaminase	0	2	2	2	2
K01216: bglS; licheninase	0	1	1	1	0
K06668: GIN4; serine/threonine-protein kinase GIN4	0	3	3	3	3
K08859: STK35, PDIK1, CLIK1; serine/threonine kinase 35	0	2	2	2	2
K15640: K15640, phoE; uncharacterized phosphatase	0	2	2	2	2
K07094: pcrB; heptaprenylglyceryl phosphate synthase	0	1	0	1	0
K06070: PKD; protein kinase D	0	3	3	3	3
K02277: coxD, ctaF; cytochrome c oxidase subunit IV	0	1	0	1	1
K00940: ndk, NME; nucleoside-diphosphate kinase	0	5	5	5	5
K00327: POR; NADPH-ferrihemoprotein reductase	0	2	7	4	7
K14338: cypD_E, CYP102A, CYP505; cytochrome P450 / NADPH-cytochrome P450 reductase	0	8	20	8	20
K00372: nasA; assimilatory nitrate reductase catalytic subunit	0	1	10	9	10
K02641: petH; ferredoxin--NADP+ reductase	0	4	4	4	4
K03527: ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	0	1	0	1	0
K02236: comC; leader peptidase (prepilin peptidase) / N-methyltransferase	0	2	2	2	2
K01819: E5.3.1.26, lacA, lacB; galactose-6-phosphate isomerase	0	1	1	1	1
K13980: ADH4; alcohol dehydrogenase 4	0	7	7	7	7
K13952: ADH6; alcohol dehydrogenase 6	0	7	7	7	7
K13951: ADH1_7; alcohol dehydrogenase 1/7	0	7	7	7	7
K02861: RIPK1, RIP1; receptor-interacting serine/threonine-protein kinase 1	0	16	16	16	16
K01180: E3.2.1.6; endo-1,3(4)-beta-glucanase	0	2	2	2	2
K12317: GANC; neutral alpha-glucosidase C	0	2	0	2	0
K00041: uxaB; tagaturonate reductase	0	1	1	1	1
K15983: kshB; 3-ketosteroid 9alpha-monooxygenase subunit B	0	2	2	2	2
K00865: glxK, garK; glycerate 2-kinase	0	3	3	3	3
K07550: bbsB; benzoylsuccinyl-CoA thiolase BbsB subunit	0	1	1	1	1
K00272: DDO; D-aspartate oxidase	0	4	2	4	4
K00689: E2.4.1.5; dextransucrase	0	2	0	2	0
K13016: wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	0	2	2	2	2
K02054: ABC.SP.P1; putative spermidine/putrescine transport system permease protein	0	4	4	4	4
K08804: STK17; serine/threonine kinase 17	0	5	5	5	5
K06044: treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	0	1	1	1	1
K09065: argF; N-acetylornithine carbamoyltransferase	0	1	1	1	1
K04716: SGPP1; sphingosine-1-phosphate phosphatase 1	0	2	2	2	2
K01623: ALDO; fructose-bisphosphate aldolase, class I	0	9	9	9	0
K00875: rbtK; D-ribulokinase	0	1	1	1	1
K03218: rlmB; 23S rRNA (guanosine2251-2'-O)-methyltransferase	0	1	1	1	1
K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	0	8	8	8	8
K01129: dgt; dGTPase	0	1	1	1	1
K01409: KAE1, tsaD, QRI7; N6-L-threonylcarbamoyladenine synthase	0	1	1	1	1
K12818: DHX8, PRP22; ATP-dependent RNA helicase DHX8/PRP22	0	10	12	10	12
K01225: CBH1; cellulose 1,4-beta-cellobiosidase	0	2	3	2	3
K01209: abfA; alpha-L-arabinofuranosidase	0	1	2	2	0
K02001: proW; glycine betaine/proline transport system permease protein	0	2	2	2	2
K02332: POLG; DNA polymerase gamma 1	0	3	3	3	3
K02334: dpo; DNA polymerase bacteriophage-type	0	2	3	2	2
K08845: ARAF, ARAF1; A-Raf proto-oncogene serine/threonine-protein kinase	0	36	36	36	36
K00035: gal; D-galactose 1-dehydrogenase	0	1	1	1	1
K01479: hutG; formiminoglutamase	0	1	2	1	2
K02026: ABC.MS.P1; multiple sugar transport system permease protein	0	2	2	2	2
K11816: YUCCA; indole-3-pyruvate monooxygenase	0	1	1	1	1
K00364: E1.7.1.7, guaC; GMP reductase	0	2	2	2	2
K00518: sodN; nickel superoxide dismutase	0	1	3	1	3
K12814: PRP2; pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2	0	6	10	6	10
K12815: DHX38, PRP16; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16	0	10	12	10	12
K10190: lacG, araQ; lactose/L-arabinose transport system permease protein	0	2	2	2	2
K00309: dmg; dimethylglycine oxidase	0	1	1	1	1
K00259: ald; alanine dehydrogenase	0	4	4	4	4
K00324: pntA; H+-translocating NAD(P) transhydrogenase subunit alpha	0	1	1	1	1
K00323: NNT; H+-translocating NAD(P) transhydrogenase	0	1	1	1	1
K00322: sthA, udhA; NAD(P) transhydrogenase	0	1	1	1	1
K00325: pntB; H+-translocating NAD(P) transhydrogenase subunit beta	0	1	1	1	1
K08849: MLKL; mixed lineage kinase domain-like	0	4	4	4	4
K02439: glpE; thiosulfate sulfurtransferase	0	3	2	3	3
K08692: mtkB; malate-CoA ligase subunit alpha	0	4	4	4	4
K00435: hemQ; hydrogen peroxide-dependent heme synthase	0	1	1	1	1
K01186: NEU1; sialidase-1	0	3	3	3	0
K13832: aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase	0	1	1	1	1
K03393: pacX; phenylalanine 3-monooxygenase	0	1	1	1	1
K07509: HADHB; acetyl-CoA acyltransferase	0	3	3	3	3
K00927: PGK, pgk; phosphoglycerate kinase	0	4	4	4	4
K11813: CYP79B3; tryptophan N-monooxygenase	0	3	3	3	3
K01522: FHIT; bis(5'-adenosyl)-triphosphatase	0	6	6	6	3
K00354: E1.6.99.1; NADPH2 dehydrogenase	0	1	1	1	1
K09970: aapQ, bztB; general L-amino acid transport system permease protein	0	2	2	2	2
K10616: cymAa; p-cymene methyl-monooxygenase	0	1	1	1	1
K12406: PKLR; pyruvate kinase isozymes R/L	0	8	8	8	8
K09484: QUIB, qa-3; quinate dehydrogenase	0	1	1	1	1
K07405: E3.2.1.1A; alpha-amylase	0	1	0	1	0
K13787: idsA; geranylgeranyl diphosphate synthase, type I	0	2	2	2	2
K04561: norB; nitric oxide reductase subunit B	0	1	1	1	1
K10718: JHAMT; juvenile hormone-III synthase	0	1	1	1	1
K14260: alaA; alanine-synthesizing transaminase	0	4	4	4	4
K00002: AKR1A1, adh; alcohol dehydrogenase (NADP+)	0	7	7	7	7
K06023: hprK, ptsK; HPr kinase/phosphorylase	0	1	1	1	0
K09470: puuA; gamma-glutamylputrescine synthase	0	1	1	1	1
K10623: cmtE; HOMODA hydrolase	0	1	1	1	1
K00436: hoxH; NAD-reducing hydrogenase large subunit	0	2	5	3	4
K14159: rnhA-dnaQ; ribonuclease HI / DNA polymerase III subunit epsilon	0	10	10	10	10
K01639: E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase	0	1	1	1	1
K01425: glsA, GLS; glutaminase	0	9	9	9	9
K00687: pbp2B, penA; penicillin-binding protein 2B	0	3	3	3	3
K00374: narI, narV; nitrate reductase gamma subunit	0	3	0	3	0
K01900: LSC2; succinyl-CoA synthetase beta subunit	0	6	6	6	6
K14067: mtkA; malate-CoA ligase subunit beta	0	2	2	2	2
K12505: PDSS2; decaprenyl-diphosphate synthase subunit 2	0	2	2	2	2
K00934: E2.7.3.3; arginine kinase	0	1	0	1	0
K00406: ccoP; cytochrome c oxidase cbb3-type subunit III	0	2	2	2	2
K04366: RAF1; RAF proto-oncogene serine/threonine-protein kinase	0	83	83	83	83
K03022: RPC8, POLR3H; DNA-directed RNA polymerase III subunit RPC8	0	3	3	3	3
K08314: fsaB, talC; fructose-6-phosphate aldolase 2	0	1	1	1	1
K01181: E3.2.1.8, xynA; endo-1,4-beta-xylanase	0	1	2	1	2
K00853: araB; L-ribulokinase	0	1	1	1	1
K01620: ltaE; threonine aldolase	0	1	1	1	1
K08968: msrC; L-methionine (R)-S-oxide reductase	0	1	0	1	0
K05554: actVII; aromatase	0	3	3	3	3
K01239: iunH; purine nucleosidase	0	2	2	2	2
K15758: xylA; toluene methyl-monooxygenase electron transfer component	0	2	4	2	4
K01436: yhaA; amidohydrolase	0	1	1	1	0
K02046: cysU; sulfate/thiosulfate transport system permease protein	0	3	3	3	3
K12504: PDSS1; decaprenyl-diphosphate synthase subunit 1	0	2	2	2	2
K01702: LEU1; 3-isopropylmalate dehydratase	0	1	1	1	1
K13181: DDX27, DRS1; ATP-dependent RNA helicase DDX27	0	2	2	2	2
K08313: fsaA, mipB; fructose-6-phosphate aldolase 1	0	1	1	1	1
K04075: tilS, mesJ; tRNA(Ile)-lysidine synthase	0	1	1	1	1
K13514: LPGAT1; lysophosphatidylglycerol acyltransferase 1	0	2	2	2	2
K06607: iolS; myo-inositol catabolism protein IolS	0	1	1	1	1
K06126: COQ6; ubiquinone biosynthesis monooxygenase Coq6	0	2	2	2	2
K01238: SUN; SUN family beta-glucosidase	0	1	0	1	0
K13524: ABAT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase	0	7	7	7	7
K13043: argF; N-succinyl-L-ornithine transcarbamylase	0	1	1	1	1
K08965: mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase	0	1	1	1	0
K05096: FLT1, VEGFR1; FMS-like tyrosine kinase 1	0	10	10	10	10
K05098: KDR, VEGFR2, CD309; kinase insert domain protein receptor	0	12	12	12	12
K05097: FLT4, VEGFR3; FMS-like tyrosine kinase 4	0	9	9	9	9
K08307: mltD, dniR; membrane-bound lytic murein transglycosylase D	0	2	2	2	2
K00933: E2.7.3.2; creatine kinase	0	2	0	2	0
K02999: RPA1, POLR1A; DNA-directed RNA polymerase I subunit RPA1	0	4	4	4	4
K03006: RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1	0	8	8	8	8
"K03042: rpoA2; DNA-directed RNA polymerase subunit A\"""	0	4	4	4	4
K03018: RPC1, POLR3A; DNA-directed RNA polymerase III subunit RPC1	0	9	9	9	9
K08296: sixA; phosphohistidine phosphatase	0	1	1	1	0
K12320: GUCY2C; heat-stable enterotoxin receptor	0	8	26	8	26
K12321: GUCY2D_E; guanylate cyclase 2D/E	0	20	52	20	52
K08897: EPHA10; Eph receptor A10	0	1	1	1	1
K05102: EPHA1, EPH; Eph receptor A1	0	2	2	2	2
K05103: EPHA2, ECK; Eph receptor A2	0	6	6	6	6
K05105: EPHA4, SEK, TYRO1; Eph receptor A4	0	2	2	2	2
K05113: EPHB4, HTK; Eph receptor B4	0	2	2	2	2
K05112: EPHB3, HEK2, ETK2; Eph receptor B3	0	2	2	2	2
K05111: EPHB2, ERK, DRT; Eph receptor B2	0	2	2	2	2
K05121: TEK, TIE2, CD202; endothelial-specific receptor tyrosine kinase	0	8	8	8	8
K05091: KIT, SCFR, CD117; proto-oncogene tyrosine-protein kinase Kit	0	13	13	13	13
K08310: nudB, ntpA; dihydroneopterin triphosphate diphosphatase	0	1	1	1	1
K00457: HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase	0	4	4	4	4
K08317: hcxA; hydroxycarboxylate dehydrogenase A	0	1	1	1	1
K07497: K07497; putative transposase	0	1	1	1	1
K03955: NDUFAB1; NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1, acyl-carrier protein	0	12	12	12	12
K11395: kdpgA; 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	0	2	2	2	2
K03784: deoD; purine-nucleoside phosphorylase	0	3	0	3	3
K01833: TRYS; trypanothione synthetase/amidase	0	1	0	1	0
K00492: tmuM; 1,3,7-trimethyluric acid 5-monooxygenase	0	1	1	1	1
K02126: ATPeF0A, MTATP6, ATP6; F-type H+-transporting ATPase subunit a	0	10	10	10	10
K02108: ATPF0A, atpB; F-type H+-transporting ATPase subunit a	0	4	4	4	4
K14465: K14465; succinate semialdehyde reductase (NADPH)	0	1	1	1	1
K03813: modD; molybdenum transport protein	0	1	1	1	1
K01641: E2.3.3.10; hydroxymethylglutaryl-CoA synthase	0	5	5	5	0
K12663: ECH1; Delta3,5-Delta2,4-dienoyl-CoA isomerase	0	1	1	1	1
K11187: PRDX5; peroxiredoxin 5	0	1	2	1	0
K14171: AHP1; alkyl hydroperoxide reductase 1	0	1	1	1	0
K00517: CYP81F; indol-3-yl-methylglucosinolate hydroxylase	0	1	1	1	1
K14168: CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1	0	2	2	2	2
K13510: LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase	0	3	3	3	3
K13512: LPCAT4, AGPAT7; lysophospholipid acyltransferase	0	3	3	3	3
K01519: ITPA; inosine triphosphate pyrophosphatase	0	2	2	2	2
K00944: AK3; nucleoside-triphosphate--adenylate kinase	0	1	1	1	1
K15019: K15019; 3-hydroxypropionyl-coenzyme A dehydratase	0	1	1	1	1
K01432: AFMID; arylformamidase	0	2	2	2	2
K12323: ANPRA, NPR1; atrial natriuretic peptide receptor A	0	50	130	50	130
K12324: ANPRB, NPR2; atrial natriuretic peptide receptor B	0	25	65	25	65
K00902: DOLK; dolichol kinase	0	1	1	1	1
K01057: PGLS, pgl, devB; 6-phosphogluconolactonase	0	1	3	1	3
K02372: fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase	0	3	3	3	3
K00851: idnK, gntK; gluconokinase	0	1	1	1	1
K05345: regB; T4 restriction endoribonuclease	0	1	4	1	4
K00006: GPD1; glycerol-3-phosphate dehydrogenase (NAD+)	0	2	2	2	2
K03048: rpoE; DNA-directed RNA polymerase subunit delta	0	3	0	3	0
K09580: PDIA1, P4HB; protein disulfide-isomerase A1	0	4	4	4	4
K11070: potC; spermidine/putrescine transport system permease protein	0	2	2	2	2
K01750: E4.3.1.12, ocd; ornithine cyclodeaminase	0	1	1	1	0
K11071: potB; spermidine/putrescine transport system permease protein	0	2	2	2	2
K00254: DHODH, pyrD; dihydroorotate dehydrogenase	0	1	1	1	1
K10189: lacF, araP; lactose/L-arabinose transport system permease protein	0	2	2	2	2
K00446: dmpB, xylE; catechol 2,3-dioxygenase	0	4	4	4	4
K01274: pepV; beta-Ala-Xaa dipeptidase	0	1	0	1	0
K03768: PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B)	0	1	0	1	0
K09818: ABC.MN.S; manganese/iron transport system substrate-binding protein	0	2	2	2	2
K10568: NEIL2; endonuclease VIII-like 2	0	2	2	2	2
K03816: xpt; xanthine phosphoribosyltransferase	0	1	1	1	1
K05830: lysJ, argD; LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase	0	3	3	3	3
K00788: thiE; thiamine-phosphate pyrophosphorylase	0	1	1	1	1
K08320: nudG; (d)CTP diphosphatase	0	1	1	1	1
K02506: hofD, hopD; leader peptidase HopD	0	2	2	2	2
K01492: purNH; phosphoribosylglycinamide/phosphoribosylaminoimidazolecarboxamide formyltransferase	0	2	2	2	2
K01001: ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	0	2	2	2	2
K11216: lsrK; autoinducer-2 kinase	0	1	1	1	1
K08257: E3.2.1.101; mannan endo-1,6-alpha-mannosidase	0	1	1	1	1
K01089: hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	0	2	2	2	2
K00802: SMS; spermine synthase	0	3	0	3	3
K00283: gcvPB; glycine dehydrogenase subunit 2	0	2	2	2	2
K00281: GLDC, gcvP; glycine dehydrogenase	0	2	4	2	4
K07173: luxS; S-ribosylhomocysteine lyase	0	4	0	4	0
K00577: mtrA; tetrahydromethanopterin S-methyltransferase subunit A	0	2	0	0	0
K00584: mtrH; tetrahydromethanopterin S-methyltransferase subunit H	0	2	0	0	0
K01914: asnA; aspartate--ammonia ligase	0	2	0	2	0
K09846: crtF; demethylspheroidene O-methyltransferase	0	1	1	1	0
K12255: gbuA; guanidinobutyrase	0	1	1	1	0
K13800: CMPK1, UMPK; UMP-CMP kinase	0	6	6	6	6
K14165: K14165; atypical dual specificity phosphatase	0	1	1	1	1
K00270: pdh; phenylalanine dehydrogenase	0	3	0	3	3
K01051: E3.1.1.11; pectinesterase	0	2	2	2	2
K00558: DNMT1, dcm; DNA (cytosine-5)-methyltransferase 1	0	6	6	6	6
K00582: mtrF; tetrahydromethanopterin S-methyltransferase subunit F	0	1	0	0	0
K00392: sir; sulfite reductase (ferredoxin)	0	1	8	1	8
K00892: gsk; inosine kinase	0	1	1	1	1
K04766: acuA; acetoin utilization protein AcuA	0	1	1	1	1
K01219: E3.2.1.81; beta-agarase	0	1	1	1	0
K00893: DCK; deoxycitidine kinase	0	2	0	2	0
K01860: E5.5.1.7; chloromuconate cycloisomerase	0	3	3	3	3
K11333: bchX; 3,8-divinyl chlorophyllide a/chlorophyllide a reductase subunit X	0	1	1	1	1
K11915: stp1, pppA; serine/threonine protein phosphatase Stp1	0	3	0	3	3
K03954: NDUFA10; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	0	11	0	11	0
K12319: GUCY1B; guanylate cyclase soluble subunit beta	0	20	120	20	120
K12318: GUCY1A; guanylate cyclase soluble subunit alpha	0	20	110	20	110
K00499: CMO; choline monooxygenase	0	1	1	1	1
K08967: mtnD, mtnZ, ADI1; 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	0	1	0	1	1
K02294: crtR; beta-carotene hydroxylase	0	1	1	1	1
K02077: ABC.ZM.S; zinc/manganese transport system substrate-binding protein	0	1	1	1	1
K00296: nos; D-nopaline dehydrogenase	0	1	1	1	1
K01206: FUCA; alpha-L-fucosidase	0	3	3	3	0
K12298: CEL; bile salt-stimulated lipase	0	5	5	0	0
K01610: E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	0	4	4	4	4
K13679: WAXY; granule-bound starch synthase	0	2	2	2	2
K09584: PDIA6, TXNDC7; protein disulfide-isomerase A6	0	3	3	3	3
K01839: deoB; phosphopentomutase	0	2	2	2	2
K04480: mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase	0	1	1	1	1
K14081: mtaC; methanol corrinoid protein	0	1	1	1	1
K12234: cofE; coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase	0	1	1	1	1
K10808: RRM2; ribonucleoside-diphosphate reductase subunit M2	0	6	6	6	6
K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	0	3	3	3	6
K03676: grxC, GLRX, GLRX2; glutaredoxin 3	0	1	1	1	2
K00827: AGXT2; alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase	0	5	5	5	5
K03821: phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	0	1	1	1	1
K03515: REV1; DNA repair protein REV1	0	2	2	2	2
K00899: mtnK; 5-methylthioribose kinase	0	1	0	1	1
K03469: rnhA, RNASEH1; ribonuclease HI	0	2	2	2	2
K02083: allC; allantoate deiminase	0	2	2	2	0
K03818: wcaF; putative colanic acid biosynthesis acetyltransferase WcaF	0	1	0	1	1
K10621: cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase	0	2	2	2	2
K10804: tesA; acyl-CoA thioesterase I	0	2	2	2	2
K03648: UNG, UDG; uracil-DNA glycosylase	0	3	6	3	3
K10800: SMUG1; single-strand selective monofunctional uracil DNA glycosylase	0	2	2	2	2
K03424: tatD; TatD DNase family protein	0	1	1	1	1
K05597: aspQ, ansB, ansA; glutamin-(asparagin-)ase	0	4	0	4	4
K09808: lolC_E; lipoprotein-releasing system permease protein	0	2	2	2	2
K00733: B4GALT7; xylosylprotein 4-beta-galactosyltransferase	0	3	3	3	3
K01728: pel; pectate lyase	0	2	2	2	2
K08718: PDE6A; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha	0	2	10	2	10
K13757: PDE6C; cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'	0	1	6	1	5
K13756: PDE6B; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta	0	2	12	2	10
K13763: PDE6N; cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate	0	1	5	1	5
K13298: PDE11; dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11	0	3	18	3	15
K13762: PDE5; cGMP-specific 3',5'-cyclic phosphodiesterase	0	2	10	2	10
K03890: qcrA; ubiquinol-cytochrome c reductase iron-sulfur subunit	0	1	1	1	1
K00093: mdh; methanol dehydrogenase	0	1	1	1	1
K00947: mosAB; molybdenum storage protein	0	1	1	1	1
K11693: femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine)	0	2	0	2	0
K03055: rpoK; DNA-directed RNA polymerase subunit K	0	2	2	2	2
K03060: rpoZ; DNA-directed RNA polymerase subunit omega	0	3	3	3	3
K01237: E3.2.1.147; myrosinase	0	1	1	1	0
K03981: dsbC; thiol:disulfide interchange protein DsbC	0	2	2	2	2
K03343: puo; putrescine oxidase	0	1	1	1	0
K10807: RRM1; ribonucleoside-diphosphate reductase subunit M1	0	5	5	5	5
K14286: AGXT2L1, ETNPPL; ethanolamine-phosphate phospho-lyase	0	1	1	1	1
