index	L1	L2	L3	KO	Function	EC	Count
48150	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	2.7.13.3	6
10852	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	10
34682	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	10
48226	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07718	yesM; two-component system, sensor histidine kinase YesM	2.7.13.3	10
10434	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	5
17778	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	5
34572	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	5
47997	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	2.7.13.3	5
10624	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07704	lytS; two-component system, LytTR family, sensor histidine kinase LytS	2.7.13.3	14
34641	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07704	lytS; two-component system, LytTR family, sensor histidine kinase LytS	2.7.13.3	14
48134	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07704	lytS; two-component system, LytTR family, sensor histidine kinase LytS	2.7.13.3	14
10721	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07709	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH	2.7.13.3	21
34650	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07709	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH	2.7.13.3	21
48152	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07709	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH	2.7.13.3	21
4874	Metabolism	Glycan biosynthesis and metabolism	Lipopolysaccharide biosynthesis [PATH:ko00540]	K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
36440	Brite Hierarchies	Protein families: metabolism	Lipopolysaccharide biosynthesis proteins [BR:ko01005]	K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	2.4.1.-	2
10460	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
34579	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
48011	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
51601	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes [BR:ko01504]	K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	2.7.13.3	27
10171	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K06861	lptB; lipopolysaccharide export system ATP-binding protein	7.5.2.5	1
46175	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K06861	lptB; lipopolysaccharide export system ATP-binding protein	7.5.2.5	1
3335	Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00130	betB, gbsA; betaine-aldehyde dehydrogenase	1.2.1.8	2
10473	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
34581	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
48015	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	2.7.13.3	37
34694	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K02486	K02486; two-component system, sensor kinase	2.7.13.3	19
48248	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K02486	K02486; two-component system, sensor kinase	2.7.13.3	19
10670	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
17770	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
34617	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
48087	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	2.7.13.3	13
10724	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
34651	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
48154	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	2.7.13.3	22
7906	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation [PATH:ko00621]	K00480	E1.14.13.1; salicylate hydroxylase	1.14.13.1	1
7941	Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00480	E1.14.13.1; salicylate hydroxylase	1.14.13.1	1
7970	Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K00480	E1.14.13.1; salicylate hydroxylase	1.14.13.1	1
4096	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
7457	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation [PATH:ko00362]	K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
7793	Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
7908	Metabolism	Xenobiotics biodegradation and metabolism	Dioxin degradation [PATH:ko00621]	K02554	mhpD; 2-keto-4-pentenoate hydratase	4.2.1.80	1
641	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism [PATH:ko00500]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
16498	Cellular Processes	Cell growth and death	Necroptosis [PATH:ko04217]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
17759	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli [PATH:ko02026]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
19820	Organismal Systems	Endocrine system	Insulin signaling pathway [PATH:ko04910]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
19930	Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
33439	Human Diseases	Endocrine and metabolic disease	Insulin resistance [PATH:ko04931]	K00688	PYG, glgP; glycogen phosphorylase	2.4.1.1	1
350	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
820	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
4961	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	2.7.7.13	6
343	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism [PATH:ko00051]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	6
827	Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	6
4958	Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K01809	manA, MPI; mannose-6-phosphate isomerase	5.3.1.8	6
35	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
888	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
2977	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
19943	Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
25207	Human Diseases	Cancer: overview	Viral carcinogenesis [PATH:ko05203]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
25271	Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
28519	Human Diseases	Infectious disease: viral	Human papillomavirus infection [PATH:ko05165]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
33201	Human Diseases	Endocrine and metabolic disease	Type II diabetes mellitus [PATH:ko04930]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
42303	Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
48789	Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00873	PK, pyk; pyruvate kinase	2.7.1.40	2
34690	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K00936	pdtaS; two-component system, sensor histidine kinase PdtaS	2.7.13.3	5
48241	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K00936	pdtaS; two-component system, sensor histidine kinase PdtaS	2.7.13.3	5
2953	Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K01529	yjjX; inosine/xanthosine triphosphatase	3.6.1.73	2
78	Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
844	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
972	Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
1071	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
1856	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
2001	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
36722	Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K01895	ACSS1_2, acs; acetyl-CoA synthetase	6.2.1.1	3
9820	Environmental Information Processing	Membrane transport	ABC transporters [PATH:ko02010]	K02000	proV; glycine betaine/proline transport system ATP-binding protein	7.6.2.9	2
45752	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters [BR:ko02000]	K02000	proV; glycine betaine/proline transport system ATP-binding protein	7.6.2.9	2
2331	Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	1.18.1.3	1
4091	Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00529	hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	1.18.1.3	1
10783	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE		2
17690	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE		2
34662	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE		2
48183	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13490	wspE; two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE		2
885	Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K13788	pta; phosphate acetyltransferase	2.3.1.8	5
1081	Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K13788	pta; phosphate acetyltransferase	2.3.1.8	5
1853	Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K13788	pta; phosphate acetyltransferase	2.3.1.8	5
2000	Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K13788	pta; phosphate acetyltransferase	2.3.1.8	5
4312	Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K13788	pta; phosphate acetyltransferase	2.3.1.8	5
10491	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
34585	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
48023	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07651	resE; two-component system, OmpR family, sensor histidine kinase ResE	2.7.13.3	18
10494	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
34586	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
48025	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K07652	vicK; two-component system, OmpR family, sensor histidine kinase VicK	2.7.13.3	60
10792	Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
16039	Cellular Processes	Cell growth and death	Cell cycle - Caulobacter [PATH:ko04112]	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
34666	Brite Hierarchies	Protein families: metabolism	Protein kinases [BR:ko01001]	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
48193	Brite Hierarchies	Protein families: signaling and cellular processes	Two-component system [BR:ko02022]	K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA	2.7.13.3	1
18695	Organismal Systems	Immune system	RIG-I-like receptor signaling pathway [PATH:ko04622]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
25133	Human Diseases	Cancer: overview	Viral carcinogenesis [PATH:ko05203]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
27052	Human Diseases	Infectious disease: viral	Hepatitis B [PATH:ko05161]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
39471	Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis [BR:ko03019]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
39976	Brite Hierarchies	Protein families: genetic information processing	Spliceosome [BR:ko03041]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
44032	Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins [BR:ko03036]	K11594	DDX3X, bel; ATP-dependent RNA helicase DDX3X	3.6.4.13	2
8246	Genetic Information Processing	Transcription	Spliceosome [PATH:ko03040]	K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42	3.6.4.13	2
39787	Brite Hierarchies	Protein families: genetic information processing	Spliceosome [BR:ko03041]	K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42	3.6.4.13	2
8280	Genetic Information Processing	Transcription	Spliceosome [PATH:ko03040]	K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28	3.6.4.13	1
39828	Brite Hierarchies	Protein families: genetic information processing	Spliceosome [BR:ko03041]	K12858	DDX23, PRP28; ATP-dependent RNA helicase DDX23/PRP28	3.6.4.13	1
8209	Genetic Information Processing	Transcription	Spliceosome [PATH:ko03040]	K12811	DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5	3.6.4.13	1
39793	Brite Hierarchies	Protein families: genetic information processing	Spliceosome [BR:ko03041]	K12811	DDX46, PRP5; ATP-dependent RNA helicase DDX46/PRP5	3.6.4.13	1
